PeakID (cmd=annotatePeaks.pl AkaaF3Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Ctrl_REP1.mLb.clN_peak_16184	chrX	23210952	23211246	+	379	NA	promoter-TSS (FBgn0085813)	-promoter-TSS (FBgn0085813)	-93	FBgn0085813	FBgn0085813	FBtr0346892						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1820	chr2L	16525928	16526510	+	375	NA	intron (FBgn0032587, intron 2 of 2)	-intron (FBgn0032587, intron 2 of 2)	2703	FBgn0086038	FBgn0086038	FBtr0114314						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8938	chr3L	21879278	21879749	+	375	NA	promoter-TSS (FBgn0262737)	-promoter-TSS (FBgn0262737)	-64	FBgn0262737	FBgn0262737	FBtr0346820						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6604	chr3L	2821027	2821384	+	375	NA	promoter-TSS (FBgn0263392)	-promoter-TSS (FBgn0263392)	38950	FBgn0035375	FBgn0035375	FBtr0333442						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10996	chr3R	16702768	16703363	+	373	NA	intron (FBgn0003944, intron 1 of 1)	-intron (FBgn0003944, intron 3 of 3)	31361	FBgn0003944	FBgn0003944	FBtr0083352						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_16139	chrX	22854660	22855537	+	373	NA	promoter-TSS (FBgn0000719)	-promoter-TSS (FBgn0000719)	96	FBgn0000719	FBgn0000719	FBtr0333181						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14845	chrX	12437697	12437915	+	373	NA	intron (FBgn0287828, intron 7 of 15)	-intron (FBgn0287828, intron 7 of 15)	-3678	FBgn0287828	FBgn0287828	FBtr0340086						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15054	chrX	13986401	13986854	+	372	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2204	FBgn0267033	FBgn0267033	FBtr0346006						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3862	chr2R	11197228	11197557	+	370	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	21849	FBgn0033582	FBgn0033582	FBtr0339485						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7990	chr3L	14673939	14674570	+	368	NA	promoter-TSS (FBgn0011928)	-promoter-TSS (FBgn0011928)	-90	FBgn0011928	FBgn0011928	FBtr0075681						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_4334	chr2R	13925340	13926166	+	366	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14807	FBgn0013733	FBgn0013733	FBtr0304850						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14528	chrX	9693802	9694275	+	364	NA	promoter-TSS (FBgn0000233)	-promoter-TSS (FBgn0000233)	-148	FBgn0000233	FBgn0000233	FBtr0071379						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_951	chr2L	7984089	7984406	+	361	NA	promoter-TSS (FBgn0085450)	-promoter-TSS (FBgn0085450)	-1036	FBgn0031968	FBgn0031968	FBtr0306336						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15347	chrX	16216644	16217780	+	360	NA	promoter-TSS (FBgn0000459)	-promoter-TSS (FBgn0000459)	-466	FBgn0000459	FBgn0000459	FBtr0074250						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3320	chr2R	8326853	8327659	+	355	NA	promoter-TSS (FBgn0261588)	-promoter-TSS (FBgn0261588)	-234	FBgn0261588	FBgn0261588	FBtr0339350						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14402	chrX	8650603	8651577	+	355	NA	promoter-TSS (FBgn0004102)	-promoter-TSS (FBgn0004102)	-409	FBgn0004102	FBgn0004102	FBtr0331738						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10945	chr3R	16249710	16250757	+	354	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	7417	FBgn0040071	FBgn0040071	FBtr0083258						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6434	chr3L	1586381	1586877	+	352	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	-65	FBgn0035237	FBgn0035237	FBtr0347066						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10536	chr3R	12467792	12468020	+	351	NA	promoter-TSS (FBgn0013277)	-promoter-TSS (FBgn0013277)	-130	FBgn0013277	FBgn0013277	FBtr0082679						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15409	chrX	16723457	16723896	+	348	NA	intron (FBgn0052572, intron 2 of 3)	-intron (FBgn0052572, intron 2 of 3)	-2265	FBgn0085354	FBgn0085354	FBtr0339826						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15553	chrX	17768120	17768672	+	344	NA	promoter-TSS (FBgn0024184)	-promoter-TSS (FBgn0024184)	-173	FBgn0024184	FBgn0024184	FBtr0340627						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14221	chrX	7307416	7308212	+	344	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-125	FBgn0024250	FBgn0024250	FBtr0071048						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_9867	chr3R	7000686	7001185	+	343	NA	exon (FBgn0267559, exon 1 of 1)	-exon (FBgn0267559, exon 1 of 1)	443	FBgn0267559	FBgn0267559	FBtr0346969						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_16200	chrX	23281130	23281359	+	342	NA	promoter-TSS (FBgn0250731)	-promoter-TSS (FBgn0250731)	-967	FBgn0250731	FBgn0250731	FBtr0346901						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1644	chr2L	14490167	14490985	+	337	NA	promoter-TSS (FBgn0005771)	-promoter-TSS (FBgn0005771)	-283	FBgn0005771	FBgn0005771	FBtr0080643						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2923	chr2R	6480500	6482497	+	336	NA	Intergenic	Intergenic	20274	FBgn0267744	FBgn0267744	FBtr0347304						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5432	chr2R	21075917	21076202	+	336	NA	promoter-TSS (FBgn0003748)	-promoter-TSS (FBgn0003748)	394	FBgn0003748	FBgn0003748	FBtr0071535						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_16070	chrX	21939550	21939683	+	334	NA	Intergenic	Intergenic	-203442	FBgn0085521	FBgn0085521	FBtr0346695						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2450	chr2L	22024317	22024825	+	333	NA	exon (FBgn0028979, exon 3 of 3)	-exon (FBgn0028979, exon 3 of 3)	5363	FBgn0053987	FBgn0053987	FBtr0100032						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5539	chr2R	21704403	21704930	+	331	NA	promoter-TSS (FBgn0010228)	-promoter-TSS (FBgn0010228)	3195	FBgn0010228	FBgn0010228	FBtr0345488						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6062	chr2R	24767672	24768529	+	329	NA	promoter-TSS (FBgn0027590)	-promoter-TSS (FBgn0027590)	-393	FBgn0027590	FBgn0027590	FBtr0072436						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12597	chr3R	30450067	30450604	+	327	NA	promoter-TSS (FBgn0028646)	-promoter-TSS (FBgn0028646)	71	FBgn0028646	FBgn0028646	FBtr0306586						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5885	chr2R	23666769	23667349	+	325	NA	promoter-TSS (FBgn0266377)	-promoter-TSS (FBgn0266377)	1765	FBgn0266377	FBgn0266377	FBtr0344181						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_4637	chr2R	15816763	15817267	+	324	NA	promoter-TSS (FBgn0265991)	-promoter-TSS (FBgn0265991)	-2098	FBgn0265991	FBgn0265991	FBtr0392918						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7816	chr3L	13113891	13114437	+	323	NA	promoter-TSS (FBgn0010452)	-promoter-TSS (FBgn0010452)	-107	FBgn0010452	FBgn0010452	FBtr0330075						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3697	chr2R	10302754	10303321	+	318	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	6757	FBgn0028426	FBgn0028426	FBtr0088360						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1743	chr2L	15333523	15333930	+	317	NA	promoter-TSS (FBgn0287768)	-promoter-TSS (FBgn0287768)	-140	FBgn0287768	FBgn0287768	FBtr0080734						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8280	chr3L	16969679	16970103	+	317	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-122	FBgn0261547	FBgn0261547	FBtr0302651						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3724	chr2R	10437903	10438433	+	315	NA	promoter-TSS (FBgn0001122)	-promoter-TSS (FBgn0001122)	-786	FBgn0033523	FBgn0033523	FBtr0330615						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8500	chr3L	18765745	18766129	+	313	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-193	FBgn0001078	FBgn0001078	FBtr0075086						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11517	chr3R	21188612	21188967	+	313	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-20584	FBgn0260004	FBgn0260004	FBtr0333928						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14400	chrX	8624829	8625182	+	311	NA	Intergenic	Intergenic	-18701	FBgn0030054	FBgn0030054	FBtr0071228						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11324	chr3R	19568855	19569243	+	306	NA	promoter-TSS (FBgn0260003)	-promoter-TSS (FBgn0260003)	-17147	FBgn0065080	FBgn0065080	FBtr0091611						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6706	chr3L	3625999	3626410	+	306	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-148	FBgn0263239	FBgn0263239	FBtr0113134						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14877	chrX	12665058	12665520	+	306	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	4755	FBgn0011837	FBgn0011837	FBtr0333756						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14178	chrX	6998438	6999249	+	304	NA	exon (FBgn0027108, exon 1 of 2)	-exon (FBgn0027108, exon 1 of 2)	171	FBgn0027108	FBgn0027108	FBtr0071006						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8351	chr3L	17590385	17591048	+	302	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24554	FBgn0086080	FBgn0086080	FBtr0114356						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11097	chr3R	17717003	17717480	+	302	NA	intron (FBgn0261885, intron 1 of 14)	-intron (FBgn0261885, intron 1 of 15)	1109	FBgn0261885	FBgn0261885	FBtr0335024						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_9977	chr3R	7967796	7968220	+	300	NA	promoter-TSS (FBgn0000504)	-promoter-TSS (FBgn0000504)	-600	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15364	chrX	16332657	16333795	+	300	NA	promoter-TSS (FBgn0278608)	-promoter-TSS (FBgn0278608)	374	FBgn0030743	FBgn0030743	FBtr0333303						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13911	chrX	4684388	4684789	+	297	NA	intron (FBgn0022768, intron 1 of 2)	-intron (FBgn0022768, intron 1 of 2)	2315	FBgn0022768	FBgn0022768	FBtr0343531						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_430	chr2L	3580599	3581168	+	297	NA	promoter-TSS (FBgn0004892)	-promoter-TSS (FBgn0004892)	-114	FBgn0004892	FBgn0004892	FBtr0077558						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7779	chr3L	12692914	12693717	+	294	NA	promoter-TSS (FBgn0014343)	-promoter-TSS (FBgn0014343)	-324	FBgn0014343	FBgn0014343	FBtr0330077						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11298	chr3R	19321765	19322318	+	292	NA	intron (FBgn0000463, intron 1 of 5)	-intron (FBgn0000463, intron 1 of 5)	4176	FBgn0000463	FBgn0000463	FBtr0304658						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8482	chr3L	18618226	18618475	+	292	NA	promoter-TSS (FBgn0052200)	-promoter-TSS (FBgn0052200)	-40	FBgn0052200	FBgn0052200	FBtr0075107						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12480	chr3R	29556048	29556698	+	291	NA	promoter-TSS (FBgn0000492)	-promoter-TSS (FBgn0000492)	-13	FBgn0000492	FBgn0000492	FBtr0085441						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10429	chr3R	11604710	11605244	+	290	NA	promoter-TSS (FBgn0051363)	-promoter-TSS (FBgn0051363)	-14831	FBgn0037918	FBgn0037918	FBtr0082459						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6152	chr2R	25268745	25269355	+	289	NA	Intergenic	Intergenic	17123	FBgn0050428	FBgn0050428	FBtr0343515						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_9472	chr3R	4852337	4852914	+	287	NA	promoter-TSS (FBgn0003002)	-promoter-TSS (FBgn0003002)	-188	FBgn0003002	FBgn0003002	FBtr0479794						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11008	chr3R	16948615	16948856	+	287	NA	intron (FBgn0000015, intron 1 of 6)	-intron (FBgn0000015, intron 1 of 6)	-3172	FBgn0278597	FBgn0278597	FBtr0415462						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3303	chr2R	8237548	8238059	+	285	NA	promoter-TSS (FBgn0013726)	-promoter-TSS (FBgn0013726)	-50	FBgn0013726	FBgn0013726	FBtr0088793						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15621	chrX	18312574	18313003	+	284	NA	promoter-TSS (FBgn0267169)	-promoter-TSS (FBgn0267169)	-862	FBgn0267169	FBgn0267169	FBtr0346289						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2178	chr2L	20148434	20148691	+	283	NA	Intergenic	Intergenic	-13639	FBgn0032853	FBgn0032853	FBtr0345683						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12776	chr3R	31689019	31689735	+	282	NA	promoter-TSS (FBgn0267124)	-promoter-TSS (FBgn0267124)	501	FBgn0267125	FBgn0267125	FBtr0346220						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5747	chr2R	22933915	22934841	+	282	NA	promoter-TSS (FBgn0034800)	-promoter-TSS (FBgn0034800)	-301	FBgn0034800	FBgn0034800	FBtr0303465						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15288	chrX	15811682	15812518	+	280	NA	promoter-TSS (FBgn0003345)	-promoter-TSS (FBgn0003345)	-227	FBgn0003345	FBgn0003345	FBtr0479844						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5871	chr2R	23580146	23581122	+	280	NA	promoter-TSS (FBgn0015903)	-promoter-TSS (FBgn0015903)	-15958	FBgn0015903	FBgn0015903	FBtr0332926						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6264	chr3L	627970	628523	+	278	NA	promoter-TSS (FBgn0286827)	-promoter-TSS (FBgn0286827)	-224	FBgn0286827	FBgn0286827	FBtr0333724						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8359	chr3L	17619209	17619535	+	278	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-47	FBgn0000567	FBgn0000567	FBtr0305796						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_4797	chr2R	16828792	16829123	+	278	NA	promoter-TSS (FBgn0263659)	-promoter-TSS (FBgn0263659)	-1732	FBgn0263659	FBgn0263659	FBtr0310103						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7074	chr3L	6903973	6904431	+	277	NA	Intergenic	Intergenic	9762	FBgn0041194	FBgn0041194	FBtr0076945						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12001	chr3R	25049601	25050445	+	277	NA	promoter-TSS (FBgn0039266)	-promoter-TSS (FBgn0039266)	407	FBgn0039266	FBgn0039266	FBtr0334504						NA
