PeakID (cmd=annotatePeaks.pl ManzF3Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Ctrl_REP3.mLb.clN_peak_22267	chrX	23432748	23433743	+	1689	NA	Intergenic	Intergenic	141545	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22246	chrX	23270807	23271469	+	1674	NA	promoter-TSS (FBgn0267520)	-promoter-TSS (FBgn0267520)	20	FBgn0267520	FBgn0267520	FBtr0346903						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22251	chrX	23282425	23284157	+	1612	NA	promoter-TSS (FBgn0267521)	-promoter-TSS (FBgn0267521)	-360	FBgn0267521	FBgn0267521	FBtr0346900						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22232	chrX	23205204	23206526	+	1217	NA	promoter-TSS (FBgn0267515)	-promoter-TSS (FBgn0267515)	43	FBgn0267515	FBgn0267515	FBtr0346891						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22249	chrX	23278931	23280458	+	891	NA	TTS (FBgn0250731)	-TTS (FBgn0250731)	316	FBgn0267522	FBgn0267522	FBtr0346902						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22235	chrX	23214878	23214987	+	885	NA	TTS (FBgn0267517)	-TTS (FBgn0267517)	480	FBgn0267519	FBgn0267519	FBtr0346895						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22252	chrX	23291073	23292001	+	815	NA	promoter-TSS (FBgn0267523)	-promoter-TSS (FBgn0267523)	-12	FBgn0267523	FBgn0267523	FBtr0346897						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22248	chrX	23278008	23278522	+	811	NA	exon (FBgn0267516, exon 1 of 1)	-exon (FBgn0267516, exon 1 of 1)	1745	FBgn0267522	FBgn0267522	FBtr0346902						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22268	chrX	23438849	23442072	+	728	NA	Intergenic	Intergenic	148760	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3493	chr2R	870291	870591	+	678	NA	Intergenic	Intergenic	15627	FBgn0284080	FBgn0284080	FBtr0452096						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22240	chrX	23228411	23228787	+	671	NA	Intergenic	Intergenic	-11119	FBgn0085771	FBgn0085771	FBtr0346896						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22275	chrX	23537595	23538365	+	626	NA	Intergenic	Intergenic	246280	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7297	chr2R	20111086	20111508	+	593	NA	promoter-TSS (FBgn0287775)	-promoter-TSS (FBgn0287775)	-214	FBgn0287775	FBgn0287775	FBtr0086309						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22134	chrX	22383002	22383859	+	540	NA	Intergenic	Intergenic	-60797	FBgn0031183	FBgn0031183	FBtr0339557						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2124	chr2L	13060085	13060598	+	517	NA	promoter-TSS (FBgn0262160)	-promoter-TSS (FBgn0262160)	-201	FBgn0262160	FBgn0262160	FBtr0336617						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12588	chr3L	27126139	27127521	+	514	NA	Intergenic	Intergenic	-8354	FBgn0267985	FBgn0267985	FBtr0347582						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14922	chr3R	16242343	16242878	+	508	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	-206	FBgn0040071	FBgn0040071	FBtr0083258						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13374	chr3R	7474562	7475129	+	500	NA	exon (FBgn0065099, exon 1 of 1)	-exon (FBgn0065099, exon 1 of 1)	151	FBgn0065099	FBgn0065099	FBtr0091929						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10490	chr3L	11553064	11553629	+	492	NA	promoter-TSS (FBgn0259481)	-promoter-TSS (FBgn0259481)	-8650	FBgn0036173	FBgn0036173	FBtr0333215						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22250	chrX	23281118	23281364	+	460	NA	promoter-TSS (FBgn0250731)	-promoter-TSS (FBgn0250731)	-964	FBgn0250731	FBgn0250731	FBtr0346901						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19711	chrX	8650630	8651542	+	451	NA	promoter-TSS (FBgn0004102)	-promoter-TSS (FBgn0004102)	-405	FBgn0004102	FBgn0004102	FBtr0331738						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3980	chr2R	6480502	6482834	+	445	NA	Intergenic	Intergenic	20104	FBgn0267744	FBgn0267744	FBtr0347304						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7632	chr2R	21704437	21704938	+	442	NA	promoter-TSS (FBgn0010228)	-promoter-TSS (FBgn0010228)	3174	FBgn0010228	FBgn0010228	FBtr0345488						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20477	chrX	12735070	12736407	+	421	NA	intron (FBgn0265523, intron 2 of 10)	-intron (FBgn0265523, intron 1 of 9)	6706	FBgn0265523	FBgn0265523	FBtr0333765						NA
ManzF3Ctrl_REP3.mLb.clN_peak_5324	chr2R	11603219	11603700	+	411	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	1477	FBgn0033636	FBgn0033636	FBtr0113066						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22233	chrX	23210957	23211192	+	401	NA	promoter-TSS (FBgn0085813)	-promoter-TSS (FBgn0085813)	-118	FBgn0085813	FBgn0085813	FBtr0346892						NA
ManzF3Ctrl_REP3.mLb.clN_peak_683	chr2L	4371774	4372059	+	396	NA	promoter-TSS (FBgn0026319)	-promoter-TSS (FBgn0026319)	-613	FBgn0266903	FBgn0266903	FBtr0445833						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7009	chr2R	18652767	18653188	+	395	NA	promoter-TSS (FBgn0034371)	-promoter-TSS (FBgn0034371)	-201	FBgn0034371	FBgn0034371	FBtr0086657						NA
ManzF3Ctrl_REP3.mLb.clN_peak_17593	chr3R	31713066	31714062	+	393	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4289	FBgn0054046	FBgn0054046	FBtr0308935						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22263	chrX	23406491	23407586	+	392	NA	Intergenic	Intergenic	115338	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Ctrl_REP3.mLb.clN_peak_5680	chr2R	13015529	13016118	+	391	NA	Intergenic	Intergenic	19322	FBgn0265623	FBgn0265623	FBtr0330613						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18878	chrX	4426695	4427160	+	384	NA	promoter-TSS (FBgn0000179)	-promoter-TSS (FBgn0000179)	13465	FBgn0000179	FBgn0000179	FBtr0331162						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15002	chr3R	16702816	16703224	+	381	NA	intron (FBgn0003944, intron 1 of 1)	-intron (FBgn0003944, intron 3 of 3)	31406	FBgn0003944	FBgn0003944	FBtr0083352						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2547	chr2L	16525931	16526486	+	368	NA	intron (FBgn0032587, intron 2 of 2)	-intron (FBgn0032587, intron 2 of 2)	2714	FBgn0086038	FBgn0086038	FBtr0114314						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13286	chr3R	7000627	7001185	+	368	NA	exon (FBgn0267559, exon 1 of 1)	-exon (FBgn0267559, exon 1 of 1)	414	FBgn0267559	FBgn0267559	FBtr0346969						NA
ManzF3Ctrl_REP3.mLb.clN_peak_8094	chr2R	23666786	23667378	+	365	NA	promoter-TSS (FBgn0266377)	-promoter-TSS (FBgn0266377)	1788	FBgn0266377	FBgn0266377	FBtr0344181						NA
ManzF3Ctrl_REP3.mLb.clN_peak_5232	chr2R	11197230	11197552	+	364	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	21850	FBgn0033582	FBgn0033582	FBtr0339485						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14924	chr3R	16249599	16250759	+	361	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	7363	FBgn0040071	FBgn0040071	FBtr0083258						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11313	chr3L	16890864	16891302	+	360	NA	promoter-TSS (FBgn0261565)	-promoter-TSS (FBgn0261565)	3977	FBgn0261565	FBgn0261565	FBtr0479915						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15004	chr3R	16763781	16764371	+	356	NA	intron (FBgn0020556, intron 1 of 2)	-intron (FBgn0020556, intron 1 of 2)	-12742	FBgn0063261	FBgn0063261	FBtr0083346						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21013	chrX	15811639	15812513	+	337	NA	promoter-TSS (FBgn0003345)	-promoter-TSS (FBgn0003345)	-251	FBgn0003345	FBgn0003345	FBtr0479844						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10744	chr3L	13113897	13114426	+	336	NA	promoter-TSS (FBgn0010452)	-promoter-TSS (FBgn0010452)	-110	FBgn0010452	FBgn0010452	FBtr0330075						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21387	chrX	17768109	17768636	+	331	NA	promoter-TSS (FBgn0024184)	-promoter-TSS (FBgn0024184)	-197	FBgn0024184	FBgn0024184	FBtr0340627						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19457	chrX	7307422	7308245	+	330	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-106	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20452	chrX	12665065	12665540	+	327	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	4768	FBgn0011837	FBgn0011837	FBtr0333756						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3911	chr2R	6120372	6121047	+	322	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	11132	FBgn0000546	FBgn0000546	FBtr0086008						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10761	chr3L	13228430	13228965	+	320	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	5	FBgn0023095	FBgn0023095	FBtr0346864						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20719	chrX	13986437	13986875	+	320	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2175	FBgn0267033	FBgn0267033	FBtr0346006						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19365	chrX	6868061	6868905	+	318	NA	promoter-TSS (FBgn0263993)	-promoter-TSS (FBgn0263993)	256	FBgn0263993	FBgn0263993	FBtr0330267						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11328	chr3L	16969644	16970102	+	314	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-140	FBgn0261547	FBgn0261547	FBtr0302651						NA
ManzF3Ctrl_REP3.mLb.clN_peak_9184	chr3L	3626070	3626432	+	314	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-101	FBgn0263239	FBgn0263239	FBtr0113134						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11426	chr3L	17590315	17591046	+	313	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24518	FBgn0086080	FBgn0086080	FBtr0114356						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11581	chr3L	18759010	18759623	+	311	NA	intron (FBgn0001078, intron 1 of 7)	-intron (FBgn0001078, intron 3 of 9)	-5231	FBgn0267600	FBgn0267600	FBtr0347046						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22036	chrX	21281024	21282170	+	309	NA	promoter-TSS (FBgn0052521)	-promoter-TSS (FBgn0052521)	-444	FBgn0052521	FBgn0052521	FBtr0310654						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18947	chrX	4684374	4684763	+	308	NA	intron (FBgn0022768, intron 1 of 2)	-intron (FBgn0022768, intron 1 of 2)	2335	FBgn0022768	FBgn0022768	FBtr0343531						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12551	chr3L	25133212	25134210	+	308	NA	Intergenic	Intergenic	12962	FBgn0260008	FBgn0260008	FBtr0343636						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10025	chr3L	8725135	8725875	+	308	NA	TTS (FBgn0264696)	-TTS (FBgn0264696)	269	FBgn0264696	FBgn0264696	FBtr0333890						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22131	chrX	22354413	22354696	+	306	NA	Intergenic	Intergenic	-89673	FBgn0031183	FBgn0031183	FBtr0339557						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15501	chr3R	19836737	19837081	+	304	NA	promoter-TSS (FBgn0014135)	-promoter-TSS (FBgn0014135)	-92	FBgn0014135	FBgn0014135	FBtr0344549						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1472	chr2L	8717967	8718371	+	301	NA	intron (FBgn0003209, intron 1 of 8)	-intron (FBgn0003209, intron 1 of 8)	12597	FBgn0032061	FBgn0032061	FBtr0339543						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12628	chr3R	27459	27818	+	300	NA	Intergenic	Intergenic	-539438	FBgn0267431	FBgn0267431	FBtr0392909						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7853	chr2R	22678117	22678710	+	299	NA	Intergenic	Intergenic	-4718	FBgn0265982	FBgn0265982	FBtr0343004						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19904	chrX	9693800	9694304	+	299	NA	promoter-TSS (FBgn0000233)	-promoter-TSS (FBgn0000233)	-134	FBgn0000233	FBgn0000233	FBtr0071379						NA
ManzF3Ctrl_REP3.mLb.clN_peak_579	chr2L	3580724	3581148	+	298	NA	promoter-TSS (FBgn0004892)	-promoter-TSS (FBgn0004892)	-167	FBgn0004892	FBgn0004892	FBtr0077558						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10919	chr3L	14427176	14427668	+	296	NA	promoter-TSS (FBgn0087007)	-promoter-TSS (FBgn0087007)	2921	FBgn0267695	FBgn0267695	FBtr0347205						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21085	chrX	16216667	16217922	+	292	NA	promoter-TSS (FBgn0000459)	-promoter-TSS (FBgn0000459)	-548	FBgn0000459	FBgn0000459	FBtr0074250						NA
ManzF3Ctrl_REP3.mLb.clN_peak_4984	chr2R	10302740	10303182	+	292	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	6833	FBgn0028426	FBgn0028426	FBtr0088360						NA
ManzF3Ctrl_REP3.mLb.clN_peak_8602	chr3L	627963	628557	+	290	NA	promoter-TSS (FBgn0286827)	-promoter-TSS (FBgn0286827)	-210	FBgn0286827	FBgn0286827	FBtr0333724						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15015	chr3R	16948635	16948856	+	290	NA	intron (FBgn0000015, intron 1 of 6)	-intron (FBgn0000015, intron 1 of 6)	-3162	FBgn0278597	FBgn0278597	FBtr0415462						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3489	chr2L	23512829	23512968	+	290	NA	Intergenic	Intergenic	96982	FBgn0085664	FBgn0085664	FBtr0304148						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15742	chr3R	21188608	21188893	+	290	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-20545	FBgn0260004	FBgn0260004	FBtr0333928						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19709	chrX	8624726	8625185	+	289	NA	Intergenic	Intergenic	-18651	FBgn0030054	FBgn0030054	FBtr0071228						NA
ManzF3Ctrl_REP3.mLb.clN_peak_8076	chr2R	23580151	23581126	+	289	NA	promoter-TSS (FBgn0015903)	-promoter-TSS (FBgn0015903)	-15954	FBgn0015903	FBgn0015903	FBtr0332926						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13954	chr3R	10614279	10614750	+	288	NA	promoter-TSS (FBgn0001235)	-promoter-TSS (FBgn0001235)	-238	FBgn0001235	FBgn0001235	FBtr0100454						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21495	chrX	18366082	18367591	+	280	NA	exon (FBgn0265784, exon 1 of 6)	-exon (FBgn0265784, exon 1 of 6)	3282	FBgn0263769	FBgn0263769	FBtr0310488						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22190	chrX	22855080	22855551	+	280	NA	promoter-TSS (FBgn0000719)	-promoter-TSS (FBgn0000719)	-121	FBgn0000719	FBgn0000719	FBtr0333181						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18378	chrX	2050051	2050579	+	280	NA	promoter-TSS (FBgn0025631)	-promoter-TSS (FBgn0025631)	-1920	FBgn0025631	FBgn0025631	FBtr0303045						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13701	chr3R	9226339	9227449	+	279	NA	promoter-TSS (FBgn0003165)	-promoter-TSS (FBgn0003165)	-1239	FBgn0266706	FBgn0266706	FBtr0345157						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6599	chr2R	16828783	16829490	+	277	NA	promoter-TSS (FBgn0263659)	-promoter-TSS (FBgn0263659)	-1553	FBgn0263659	FBgn0263659	FBtr0310103						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19103	chrX	5560457	5561081	+	277	NA	promoter-TSS (FBgn0263512)	-promoter-TSS (FBgn0263512)	-586	FBgn0263512	FBgn0263512	FBtr0343015						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1530	chr2L	9176067	9176685	+	274	NA	promoter-TSS (FBgn0041092)	-promoter-TSS (FBgn0041092)	9598	FBgn0041092	FBgn0041092	FBtr0304974						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20722	chrX	13994827	13995430	+	274	NA	Intergenic	Intergenic	-1529	FBgn0000173	FBgn0000173	FBtr0332844						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10211	chr3L	9692364	9693362	+	274	NA	promoter-TSS (FBgn0267454)	-promoter-TSS (FBgn0267454)	-958	FBgn0267454	FBgn0267454	FBtr0346825						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20120	chrX	10784422	10784808	+	274	NA	promoter-TSS (FBgn0003360)	-promoter-TSS (FBgn0003360)	2343	FBgn0003360	FBgn0003360	FBtr0346384						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21187	chrX	16723448	16723880	+	270	NA	intron (FBgn0052572, intron 2 of 3)	-intron (FBgn0052572, intron 2 of 3)	-2253	FBgn0085354	FBgn0085354	FBtr0339826						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2343	chr2L	14490161	14491061	+	270	NA	promoter-TSS (FBgn0005771)	-promoter-TSS (FBgn0005771)	-248	FBgn0005771	FBgn0005771	FBtr0080643						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3382	chr2L	22024373	22024805	+	268	NA	exon (FBgn0028979, exon 3 of 3)	-exon (FBgn0028979, exon 3 of 3)	5381	FBgn0028979	FBgn0028979	FBtr0335391						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19736	chrX	8805773	8806105	+	266	NA	promoter-TSS (FBgn0026411)	-promoter-TSS (FBgn0026411)	-20586	FBgn0026411	FBgn0026411	FBtr0071279						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10010	chr3L	8675181	8676071	+	266	NA	promoter-TSS (FBgn0001168)	-promoter-TSS (FBgn0001168)	-133	FBgn0001168	FBgn0001168	FBtr0100153						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3381	chr2L	22018830	22019411	+	266	NA	promoter-TSS (FBgn0028979)	-promoter-TSS (FBgn0028979)	-88	FBgn0053987	FBgn0053987	FBtr0100032						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10667	chr3L	12609301	12609783	+	265	NA	promoter-TSS (FBgn0015919)	-promoter-TSS (FBgn0015919)	-89	FBgn0015919	FBgn0015919	FBtr0075909						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7186	chr2R	19467159	19468555	+	264	NA	TTS (FBgn0260934)	-TTS (FBgn0260934)	11687	FBgn0260934	FBgn0260934	FBtr0330245						NA
ManzF3Ctrl_REP3.mLb.clN_peak_954	chr2L	5979981	5981041	+	263	NA	promoter-TSS (FBgn0000308)	-promoter-TSS (FBgn0000308)	-410	FBgn0000308	FBgn0000308	FBtr0079236						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6966	chr2R	18413339	18414287	+	262	NA	promoter-TSS (FBgn0027835)	-promoter-TSS (FBgn0027835)	-214	FBgn0013983	FBgn0013983	FBtr0345891						NA
ManzF3Ctrl_REP3.mLb.clN_peak_5017	chr2R	10418041	10418726	+	261	NA	promoter-TSS (FBgn0033518)	-promoter-TSS (FBgn0033518)	-335	FBgn0033518	FBgn0033518	FBtr0088259						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1641	chr2L	9782136	9782847	+	257	NA	exon (FBgn0032147, exon 1 of 4)	-exon (FBgn0032147, exon 1 of 4)	-3755	FBgn0032147	FBgn0032147	FBtr0307204						NA
ManzF3Ctrl_REP3.mLb.clN_peak_855	chr2L	5403506	5404187	+	256	NA	promoter-TSS (FBgn0016660)	-promoter-TSS (FBgn0016660)	-787	FBgn0016660	FBgn0016660	FBtr0343225						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1670	chr2L	9947317	9947696	+	255	NA	promoter-TSS (FBgn0032167)	-promoter-TSS (FBgn0032167)	142	FBgn0032167	FBgn0032167	FBtr0331635						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19172	chrX	5901625	5902250	+	255	NA	promoter-TSS (FBgn0000042)	-promoter-TSS (FBgn0000042)	1076	FBgn0000042	FBgn0000042	FBtr0345894						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7455	chr2R	20903058	20903915	+	254	NA	promoter-TSS (FBgn0015524)	-promoter-TSS (FBgn0015524)	-72	FBgn0015524	FBgn0015524	FBtr0474157						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11435	chr3L	17619281	17619586	+	254	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-108	FBgn0000567	FBgn0000567	FBtr0305796						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1199	chr2L	7306869	7307342	+	253	NA	promoter-TSS (FBgn0284084)	-promoter-TSS (FBgn0284084)	-54	FBgn0284084	FBgn0284084	FBtr0079432						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19388	chrX	6998437	6999499	+	253	NA	exon (FBgn0027108, exon 1 of 2)	-exon (FBgn0027108, exon 1 of 2)	296	FBgn0027108	FBgn0027108	FBtr0071006						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3260	chr2L	21250471	21251074	+	252	NA	intron (FBgn0261239, intron 2 of 7)	-intron (FBgn0261239, intron 2 of 4)	-10396	FBgn0021856	FBgn0021856	FBtr0330677						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11337	chr3L	17009938	17010539	+	252	NA	intron (FBgn0036684, intron 1 of 6)	-intron (FBgn0036684, intron 1 of 6)	5813	FBgn0036685	FBgn0036685	FBtr0075294						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18498	chrX	2545338	2545755	+	251	NA	promoter-TSS (FBgn0284408)	-promoter-TSS (FBgn0284408)	-119	FBgn0284408	FBgn0284408	FBtr0481646						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21833	chrX	19886925	19887948	+	250	NA	promoter-TSS (FBgn0052529)	-promoter-TSS (FBgn0052529)	2624	FBgn0086782	FBgn0086782	FBtr0074802						NA
ManzF3Ctrl_REP3.mLb.clN_peak_347	chr2L	2174883	2175755	+	249	NA	intron (FBgn0000097, intron 1 of 4)	-intron (FBgn0000097, intron 1 of 3)	3435	FBgn0000097	FBgn0000097	FBtr0330660						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19144	chrX	5754959	5756108	+	249	NA	promoter-TSS (FBgn0029801)	-promoter-TSS (FBgn0029801)	-41	FBgn0029801	FBgn0029801	FBtr0345789						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11583	chr3L	18765693	18766121	+	248	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-163	FBgn0001078	FBgn0001078	FBtr0075086						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10452	chr3L	11292156	11292582	+	248	NA	intron (FBgn0036152, intron 1 of 3)	-intron (FBgn0036152, intron 1 of 2)	3550	FBgn0036152	FBgn0036152	FBtr0333389						NA
