PeakID (cmd=annotatePeaks.pl AkaaF3Ctrl_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Ctrl_REP2.mLb.clN_peak_18096	chrX	23278008	23280458	+	831	NA	TTS (FBgn0250731)	-TTS (FBgn0250731)	777	FBgn0267522	FBgn0267522	FBtr0346902						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18088	chrX	23228426	23228784	+	799	NA	Intergenic	Intergenic	-11113	FBgn0085771	FBgn0085771	FBtr0346896						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17976	chrX	22382657	22383859	+	729	NA	Intergenic	Intergenic	-60969	FBgn0031183	FBgn0031183	FBtr0339557						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18119	chrX	23438851	23442083	+	716	NA	Intergenic	Intergenic	148767	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18127	chrX	23537592	23538375	+	701	NA	Intergenic	Intergenic	246283	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12204	chr3R	16242329	16242882	+	610	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	-211	FBgn0040071	FBgn0040071	FBtr0083258						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5960	chr2R	20111086	20111541	+	609	NA	promoter-TSS (FBgn0287775)	-promoter-TSS (FBgn0287775)	-198	FBgn0287775	FBgn0287775	FBtr0086309						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18099	chrX	23291029	23292001	+	597	NA	promoter-TSS (FBgn0267523)	-promoter-TSS (FBgn0267523)	-34	FBgn0267523	FBgn0267523	FBtr0346897						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17973	chrX	22354411	22354716	+	562	NA	Intergenic	Intergenic	-89664	FBgn0031183	FBgn0031183	FBtr0339557						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1175	chr2L	8717968	8718382	+	554	NA	intron (FBgn0003209, intron 1 of 8)	-intron (FBgn0003209, intron 1 of 8)	12603	FBgn0032061	FBgn0032061	FBtr0339543						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8580	chr3L	11553068	11553647	+	537	NA	promoter-TSS (FBgn0259481)	-promoter-TSS (FBgn0259481)	-8639	FBgn0036173	FBgn0036173	FBtr0333215						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16193	chrX	9515545	9515751	+	534	NA	intron (FBgn0267253, intron 1 of 2)	-intron (FBgn0267253, intron 1 of 2)	4124	FBgn0054028	FBgn0054028	FBtr0100083						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4362	chr2R	11603194	11603739	+	531	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	1470	FBgn0033636	FBgn0033636	FBtr0113066						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17970	chrX	21939536	21939681	+	514	NA	Intergenic	Intergenic	-203450	FBgn0085521	FBgn0085521	FBtr0346695						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2839	chr2R	870288	870589	+	511	NA	Intergenic	Intergenic	15624	FBgn0284080	FBgn0284080	FBtr0452096						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2029	chr2L	16525911	16526511	+	480	NA	intron (FBgn0032587, intron 2 of 2)	-intron (FBgn0032587, intron 2 of 2)	2711	FBgn0086038	FBgn0086038	FBtr0114314						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12691	chr3R	19836737	19837120	+	478	NA	promoter-TSS (FBgn0014135)	-promoter-TSS (FBgn0014135)	-111	FBgn0014135	FBgn0014135	FBtr0344549						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12260	chr3R	16763793	16764352	+	472	NA	intron (FBgn0020556, intron 1 of 2)	-intron (FBgn0020556, intron 1 of 2)	-12738	FBgn0063261	FBgn0063261	FBtr0083346						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1682	chr2L	13060077	13060624	+	467	NA	promoter-TSS (FBgn0262160)	-promoter-TSS (FBgn0262160)	-210	FBgn0262160	FBgn0262160	FBtr0336617						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16068	chrX	8650727	8651540	+	466	NA	promoter-TSS (FBgn0004102)	-promoter-TSS (FBgn0004102)	-452	FBgn0004102	FBgn0004102	FBtr0331738						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15426	chrX	4426729	4427162	+	458	NA	promoter-TSS (FBgn0000179)	-promoter-TSS (FBgn0000179)	13483	FBgn0000179	FBgn0000179	FBtr0331162						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12257	chr3R	16702821	16703241	+	456	NA	intron (FBgn0003944, intron 1 of 1)	-intron (FBgn0003944, intron 3 of 3)	31395	FBgn0003944	FBgn0003944	FBtr0083352						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11030	chr3R	7474562	7475322	+	455	NA	promoter-TSS (FBgn0065099)	-promoter-TSS (FBgn0065099)	54	FBgn0065099	FBgn0065099	FBtr0091929						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10394	chr3R	27443	27828	+	449	NA	Intergenic	Intergenic	-539441	FBgn0267431	FBgn0267431	FBtr0392909						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16221	chrX	9693798	9694253	+	449	NA	promoter-TSS (FBgn0000233)	-promoter-TSS (FBgn0000233)	-161	FBgn0000233	FBgn0000233	FBtr0071379						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8913	chr3L	14427181	14427662	+	446	NA	promoter-TSS (FBgn0087007)	-promoter-TSS (FBgn0087007)	2920	FBgn0267695	FBgn0267695	FBtr0347205						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8792	chr3L	13228418	13228943	+	443	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	-12	FBgn0023095	FBgn0023095	FBtr0346864						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10304	chr3L	24629429	24629723	+	442	NA	Intergenic	Intergenic	76466	FBgn0085810	FBgn0085810	FBtr0114264						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10575	chr3R	4852350	4852978	+	429	NA	promoter-TSS (FBgn0003002)	-promoter-TSS (FBgn0003002)	-149	FBgn0003002	FBgn0003002	FBtr0479794						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10359	chr3L	27126139	27127609	+	429	NA	Intergenic	Intergenic	-8310	FBgn0267985	FBgn0267985	FBtr0347582						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18082	chrX	23210954	23211252	+	428	NA	promoter-TSS (FBgn0085813)	-promoter-TSS (FBgn0085813)	-89	FBgn0085813	FBgn0085813	FBtr0346892						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11726	chr3R	12467792	12468009	+	425	NA	promoter-TSS (FBgn0013277)	-promoter-TSS (FBgn0013277)	-124	FBgn0013277	FBgn0013277	FBtr0082679						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15808	chrX	6868068	6868565	+	424	NA	promoter-TSS (FBgn0263993)	-promoter-TSS (FBgn0263993)	89	FBgn0263993	FBgn0263993	FBtr0330267						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18097	chrX	23281118	23281364	+	422	NA	promoter-TSS (FBgn0250731)	-promoter-TSS (FBgn0250731)	-964	FBgn0250731	FBgn0250731	FBtr0346901						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_14638	chr4	1288240	1289090	+	422	NA	Intergenic	Intergenic	57828	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5706	chr2R	18652727	18653183	+	411	NA	promoter-TSS (FBgn0034371)	-promoter-TSS (FBgn0034371)	-179	FBgn0034371	FBgn0034371	FBtr0086657						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3218	chr2R	6120273	6120906	+	409	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	11252	FBgn0000546	FBgn0000546	FBtr0086008						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_14291	chr3R	31712840	31714081	+	399	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4185	FBgn0054046	FBgn0054046	FBtr0308935						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18034	chrX	22855140	22855519	+	398	NA	promoter-TSS (FBgn0000719)	-promoter-TSS (FBgn0000719)	-135	FBgn0000719	FBgn0000719	FBtr0333181						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16607	chrX	12437699	12437918	+	390	NA	intron (FBgn0287828, intron 7 of 15)	-intron (FBgn0287828, intron 7 of 15)	-3676	FBgn0287828	FBgn0287828	FBtr0340086						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7906	chr3L	6904081	6904459	+	386	NA	Intergenic	Intergenic	9694	FBgn0041194	FBgn0041194	FBtr0076945						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8775	chr3L	13113936	13114433	+	385	NA	promoter-TSS (FBgn0010452)	-promoter-TSS (FBgn0010452)	-87	FBgn0010452	FBgn0010452	FBtr0330075						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17136	chrX	16216615	16217776	+	382	NA	promoter-TSS (FBgn0000459)	-promoter-TSS (FBgn0000459)	-449	FBgn0000459	FBgn0000459	FBtr0074250						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9266	chr3L	16890855	16891321	+	377	NA	promoter-TSS (FBgn0261565)	-promoter-TSS (FBgn0261565)	3982	FBgn0261565	FBgn0261565	FBtr0479915						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7210	chr3L	1586396	1586857	+	376	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	-68	FBgn0035237	FBgn0035237	FBtr0347066						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15877	chrX	7307422	7308233	+	372	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-112	FBgn0024250	FBgn0024250	FBtr0071048						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6131	chr2R	21075900	21076224	+	371	NA	promoter-TSS (FBgn0003748)	-promoter-TSS (FBgn0003748)	397	FBgn0003748	FBgn0003748	FBtr0071535						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7401	chr3L	2821027	2821384	+	371	NA	promoter-TSS (FBgn0263392)	-promoter-TSS (FBgn0263392)	38950	FBgn0035375	FBgn0035375	FBtr0333442						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3281	chr2R	6480500	6481812	+	368	NA	Intergenic	Intergenic	20616	FBgn0267744	FBgn0267744	FBtr0347304						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17889	chrX	21280813	21282468	+	367	NA	promoter-TSS (FBgn0052521)	-promoter-TSS (FBgn0052521)	-487	FBgn0052521	FBgn0052521	FBtr0310654						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3673	chr2R	8326847	8327523	+	364	NA	promoter-TSS (FBgn0261588)	-promoter-TSS (FBgn0261588)	-305	FBgn0261588	FBgn0261588	FBtr0339350						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16661	chrX	12734923	12736412	+	364	NA	intron (FBgn0265523, intron 2 of 10)	-intron (FBgn0265523, intron 1 of 9)	6777	FBgn0265523	FBgn0265523	FBtr0333765						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6596	chr2R	23580146	23581104	+	361	NA	promoter-TSS (FBgn0015903)	-promoter-TSS (FBgn0015903)	-15967	FBgn0015903	FBgn0015903	FBtr0332926						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12199	chr3R	16224404	16224965	+	358	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	1289	FBgn0267203	FBgn0267203	FBtr0346358						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1938	chr2L	15333503	15333916	+	356	NA	promoter-TSS (FBgn0287768)	-promoter-TSS (FBgn0287768)	-157	FBgn0287768	FBgn0287768	FBtr0080734						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12396	chr3R	17943463	17944277	+	354	NA	promoter-TSS (FBgn0263995)	-promoter-TSS (FBgn0263995)	-236	FBgn0263995	FBgn0263995	FBtr0330271						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10972	chr3R	7000627	7001200	+	354	NA	exon (FBgn0267559, exon 1 of 1)	-exon (FBgn0267559, exon 1 of 1)	421	FBgn0267559	FBgn0267559	FBtr0346969						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8710	chr3L	12609296	12609698	+	352	NA	promoter-TSS (FBgn0015919)	-promoter-TSS (FBgn0015919)	-134	FBgn0015919	FBgn0015919	FBtr0075909						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8948	chr3L	14673983	14674475	+	350	NA	promoter-TSS (FBgn0011928)	-promoter-TSS (FBgn0011928)	-115	FBgn0011928	FBgn0011928	FBtr0075681						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11170	chr3R	8477519	8477900	+	349	NA	promoter-TSS (FBgn0266801)	-promoter-TSS (FBgn0266801)	-92	FBgn0266801	FBgn0266801	FBtr0346729						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7512	chr3L	3626029	3626384	+	348	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-146	FBgn0263239	FBgn0263239	FBtr0113134						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13239	chr3R	23601353	23601826	+	348	NA	promoter-TSS (FBgn0051143)	-promoter-TSS (FBgn0051143)	-134	FBgn0051143	FBgn0051143	FBtr0084482						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9517	chr3L	18765624	18766117	+	347	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-126	FBgn0001078	FBgn0001078	FBtr0075086						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16641	chrX	12665060	12665489	+	345	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	4740	FBgn0011837	FBgn0011837	FBtr0333756						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9373	chr3L	17619217	17619541	+	345	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-54	FBgn0000567	FBgn0000567	FBtr0305796						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11296	chr3R	9226322	9227411	+	342	NA	promoter-TSS (FBgn0003165)	-promoter-TSS (FBgn0003165)	-1267	FBgn0266706	FBgn0266706	FBtr0345157						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1845	chr2L	14490161	14490975	+	342	NA	promoter-TSS (FBgn0005771)	-promoter-TSS (FBgn0005771)	-291	FBgn0005771	FBgn0005771	FBtr0080643						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13957	chr3R	29556044	29556372	+	341	NA	promoter-TSS (FBgn0000492)	-promoter-TSS (FBgn0000492)	-178	FBgn0000492	FBgn0000492	FBtr0085441						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12879	chr3R	21188607	21188928	+	340	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-20562	FBgn0260004	FBgn0260004	FBtr0333928						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4281	chr2R	11196859	11197562	+	338	NA	intron (FBgn0003396, intron 2 of 7)	-intron (FBgn0003396, intron 2 of 7)	22031	FBgn0033582	FBgn0033582	FBtr0339485						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4088	chr2R	10302721	10303174	+	336	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	6847	FBgn0028426	FBgn0028426	FBtr0088360						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17211	chrX	16723447	16723907	+	336	NA	intron (FBgn0052572, intron 2 of 3)	-intron (FBgn0052572, intron 2 of 3)	-2266	FBgn0085354	FBgn0085354	FBtr0339826						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12273	chr3R	16948627	16948856	+	335	NA	intron (FBgn0000015, intron 1 of 6)	-intron (FBgn0000015, intron 1 of 6)	-3166	FBgn0278597	FBgn0278597	FBtr0415462						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17446	chrX	18312563	18312954	+	334	NA	promoter-TSS (FBgn0267169)	-promoter-TSS (FBgn0267169)	-832	FBgn0267169	FBgn0267169	FBtr0346289						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9365	chr3L	17590384	17591069	+	334	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24564	FBgn0086080	FBgn0086080	FBtr0114356						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15636	chrX	5754961	5756421	+	326	NA	promoter-TSS (FBgn0029801)	-promoter-TSS (FBgn0029801)	117	FBgn0029801	FBgn0029801	FBtr0345789						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11521	chr3R	10889281	10889519	+	323	NA	promoter-TSS (FBgn0042094)	-promoter-TSS (FBgn0042094)	-119	FBgn0042094	FBgn0042094	FBtr0339378						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8887	chr3L	14274079	14274519	+	322	NA	promoter-TSS (FBgn0001085)	-promoter-TSS (FBgn0001085)	-44	FBgn0001085	FBgn0001085	FBtr0330102						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3285	chr2R	6500931	6502478	+	322	NA	promoter-TSS (FBgn0086655)	-promoter-TSS (FBgn0086655)	68	FBgn0267744	FBgn0267744	FBtr0347304						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15827	chrX	6998440	6999119	+	319	NA	promoter-TSS (FBgn0264385)	-promoter-TSS (FBgn0264385)	107	FBgn0027108	FBgn0027108	FBtr0071006						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_14286	chr3R	31689087	31689850	+	318	NA	promoter-TSS (FBgn0267124)	-promoter-TSS (FBgn0267124)	410	FBgn0267125	FBgn0267125	FBtr0346220						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2744	chr2L	22024322	22024794	+	318	NA	exon (FBgn0028979, exon 3 of 3)	-exon (FBgn0028979, exon 3 of 3)	5350	FBgn0028979	FBgn0028979	FBtr0335391						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11485	chr3R	10614250	10614797	+	317	NA	promoter-TSS (FBgn0001235)	-promoter-TSS (FBgn0001235)	-247	FBgn0001235	FBgn0001235	FBtr0100454						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4117	chr2R	10437903	10438500	+	316	NA	promoter-TSS (FBgn0001122)	-promoter-TSS (FBgn0001122)	-819	FBgn0033523	FBgn0033523	FBtr0330615						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6250	chr2R	21704394	21704922	+	311	NA	promoter-TSS (FBgn0010228)	-promoter-TSS (FBgn0010228)	3200	FBgn0004362	FBgn0004362	FBtr0071709						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17372	chrX	17768068	17769431	+	311	NA	exon (FBgn0024184, exon 1 of 4)	-exon (FBgn0024184, exon 1 of 4)	180	FBgn0024184	FBgn0024184	FBtr0340627						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_14086	chr3R	30450021	30450621	+	310	NA	promoter-TSS (FBgn0028646)	-promoter-TSS (FBgn0028646)	85	FBgn0028646	FBgn0028646	FBtr0306586						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17438	chrX	18282263	18282763	+	309	NA	intron (FBgn0053542, intron 3 of 3)	-intron (FBgn0053542, intron 3 of 3)	5280	FBgn0053542	FBgn0053542	FBtr0113465						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11096	chr3R	7967799	7968184	+	309	NA	promoter-TSS (FBgn0000504)	-promoter-TSS (FBgn0000504)	-583	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12206	chr3R	16249568	16250792	+	307	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	7364	FBgn0040071	FBgn0040071	FBtr0083258						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15655	chrX	5886723	5887638	+	307	NA	intron (FBgn0267228, intron 1 of 2)	-intron (FBgn0267228, intron 1 of 2)	6361	FBgn0029820	FBgn0029820	FBtr0345313						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1054	chr2L	7984089	7984412	+	306	NA	promoter-TSS (FBgn0085450)	-promoter-TSS (FBgn0085450)	-1033	FBgn0031968	FBgn0031968	FBtr0306336						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6615	chr2R	23666766	23667523	+	306	NA	promoter-TSS (FBgn0266377)	-promoter-TSS (FBgn0266377)	1850	FBgn0266377	FBgn0266377	FBtr0344181						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6423	chr2R	22678110	22678718	+	305	NA	Intergenic	Intergenic	-4719	FBgn0265982	FBgn0265982	FBtr0343004						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16843	chrX	13986439	13986870	+	303	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2177	FBgn0267033	FBgn0267033	FBtr0346006						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_967	chr2L	7418336	7418664	+	302	NA	TTS (FBgn0028387)	-TTS (FBgn0028387)	-5320	FBgn0264439	FBgn0264439	FBtr0332525						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8181	chr3L	8725147	8725831	+	302	NA	TTS (FBgn0264696)	-TTS (FBgn0264696)	285	FBgn0264696	FBgn0264696	FBtr0333890						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10324	chr3L	25133229	25134182	+	302	NA	Intergenic	Intergenic	12956	FBgn0260008	FBgn0260008	FBtr0343636						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12637	chr3R	19568868	19569260	+	301	NA	promoter-TSS (FBgn0260003)	-promoter-TSS (FBgn0260003)	-17132	FBgn0065080	FBgn0065080	FBtr0091611						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17083	chrX	15811682	15812511	+	301	NA	promoter-TSS (FBgn0003345)	-promoter-TSS (FBgn0003345)	-231	FBgn0003345	FBgn0003345	FBtr0479844						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9284	chr3L	17009979	17010524	+	299	NA	intron (FBgn0036684, intron 1 of 6)	-intron (FBgn0036684, intron 1 of 6)	5800	FBgn0036685	FBgn0036685	FBtr0075294						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9514	chr3L	18759014	18759616	+	299	NA	intron (FBgn0001078, intron 1 of 7)	-intron (FBgn0001078, intron 3 of 9)	-5230	FBgn0267600	FBgn0267600	FBtr0347046						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4155	chr2R	10583094	10583760	+	299	NA	promoter-TSS (FBgn0263102)	-promoter-TSS (FBgn0263102)	-259	FBgn0263102	FBgn0263102	FBtr0479799						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_18109	chrX	23390030	23391016	+	299	NA	Intergenic	Intergenic	98823	FBgn0267524	FBgn0267524	FBtr0346898						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15045	chrX	2049422	2050566	+	297	NA	exon (FBgn0025631, exon 1 of 5)	-exon (FBgn0025631, exon 1 of 5)	-1599	FBgn0025631	FBgn0025631	FBtr0303045						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15933	chrX	7702629	7702870	+	296	NA	intron (FBgn0029504, intron 1 of 5)	-intron (FBgn0029504, intron 1 of 5)	-5026	FBgn0262979	FBgn0262979	FBtr0344596						NA
