PeakID (cmd=annotatePeaks.pl ManzF3Ctrl_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Ctrl_REP2.mLb.clN_peak_5162	chr2R	11603209	11603742	+	529	NA	intron (FBgn0033636, intron 1 of 15)	-intron (FBgn0033636, intron 1 of 16)	1461	FBgn0033636	FBgn0033636	FBtr0113066						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21906	chrX	23537596	23538350	+	527	NA	Intergenic	Intergenic	246273	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21775	chrX	22382934	22383861	+	495	NA	Intergenic	Intergenic	-60830	FBgn0031183	FBgn0031183	FBtr0339557						NA
ManzF3Ctrl_REP2.mLb.clN_peak_12420	chr3L	27126129	27127753	+	495	NA	Intergenic	Intergenic	-8243	FBgn0267985	FBgn0267985	FBtr0347582						NA
ManzF3Ctrl_REP2.mLb.clN_peak_20151	chrX	12735110	12736407	+	493	NA	intron (FBgn0265523, intron 2 of 10)	-intron (FBgn0265523, intron 1 of 9)	6686	FBgn0265523	FBgn0265523	FBtr0333765						NA
ManzF3Ctrl_REP2.mLb.clN_peak_7120	chr2R	20111081	20111569	+	480	NA	promoter-TSS (FBgn0287775)	-promoter-TSS (FBgn0287775)	-186	FBgn0287775	FBgn0287775	FBtr0086309						NA
ManzF3Ctrl_REP2.mLb.clN_peak_13185	chr3R	7474551	7475160	+	478	NA	exon (FBgn0065099, exon 1 of 1)	-exon (FBgn0065099, exon 1 of 1)	141	FBgn0065099	FBgn0065099	FBtr0091929						NA
ManzF3Ctrl_REP2.mLb.clN_peak_17304	chr3R	31713200	31714039	+	474	NA	promoter-TSS (FBgn0003870)	-promoter-TSS (FBgn0003870)	4344	FBgn0054046	FBgn0054046	FBtr0308935						NA
ManzF3Ctrl_REP2.mLb.clN_peak_2028	chr2L	13060078	13060613	+	459	NA	promoter-TSS (FBgn0262160)	-promoter-TSS (FBgn0262160)	-205	FBgn0262160	FBgn0262160	FBtr0336617						NA
ManzF3Ctrl_REP2.mLb.clN_peak_7446	chr2R	21704437	21704937	+	442	NA	promoter-TSS (FBgn0010228)	-promoter-TSS (FBgn0010228)	3174	FBgn0010228	FBgn0010228	FBtr0345488						NA
ManzF3Ctrl_REP2.mLb.clN_peak_18537	chrX	4426717	4427162	+	432	NA	promoter-TSS (FBgn0000179)	-promoter-TSS (FBgn0000179)	13477	FBgn0000179	FBgn0000179	FBtr0331162						NA
ManzF3Ctrl_REP2.mLb.clN_peak_3819	chr2R	6480500	6481796	+	410	NA	Intergenic	Intergenic	20624	FBgn0267744	FBgn0267744	FBtr0347304						NA
ManzF3Ctrl_REP2.mLb.clN_peak_14668	chr3R	16224373	16224954	+	408	NA	promoter-TSS (FBgn0040071)	-promoter-TSS (FBgn0040071)	1268	FBgn0267203	FBgn0267203	FBtr0346358						NA
ManzF3Ctrl_REP2.mLb.clN_peak_5057	chr2R	11196954	11197527	+	405	NA	intron (FBgn0003396, intron 2 of 7)	-intron (FBgn0003396, intron 2 of 7)	22001	FBgn0033582	FBgn0033582	FBtr0339485						NA
ManzF3Ctrl_REP2.mLb.clN_peak_12377	chr3L	25133242	25134211	+	403	NA	Intergenic	Intergenic	12977	FBgn0260008	FBgn0260008	FBtr0343636						NA
ManzF3Ctrl_REP2.mLb.clN_peak_20132	chrX	12665060	12665491	+	395	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	4741	FBgn0011837	FBgn0011837	FBtr0333756						NA
ManzF3Ctrl_REP2.mLb.clN_peak_5507	chr2R	13015579	13016192	+	394	NA	Intergenic	Intergenic	19384	FBgn0265623	FBgn0265623	FBtr0330613						NA
ManzF3Ctrl_REP2.mLb.clN_peak_682	chr2L	4371739	4372046	+	392	NA	promoter-TSS (FBgn0026319)	-promoter-TSS (FBgn0026319)	-589	FBgn0266903	FBgn0266903	FBtr0445833						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19118	chrX	7307422	7308226	+	391	NA	promoter-TSS (FBgn0024250)	-promoter-TSS (FBgn0024250)	-115	FBgn0024250	FBgn0024250	FBtr0071048						NA
ManzF3Ctrl_REP2.mLb.clN_peak_15472	chr3R	21188612	21188877	+	389	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-20539	FBgn0260004	FBgn0260004	FBtr0333928						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19373	chrX	8650664	8651578	+	388	NA	promoter-TSS (FBgn0004102)	-promoter-TSS (FBgn0004102)	-440	FBgn0004102	FBgn0004102	FBtr0331738						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21671	chrX	21281033	21281462	+	386	NA	promoter-TSS (FBgn0052521)	-promoter-TSS (FBgn0052521)	-94	FBgn0052521	FBgn0052521	FBtr0310654						NA
ManzF3Ctrl_REP2.mLb.clN_peak_1428	chr2L	8717939	8718366	+	386	NA	intron (FBgn0003209, intron 1 of 8)	-intron (FBgn0003209, intron 1 of 8)	12580	FBgn0032061	FBgn0032061	FBtr0339543						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19050	chrX	6998448	6999456	+	384	NA	exon (FBgn0027108, exon 1 of 2)	-exon (FBgn0027108, exon 1 of 2)	280	FBgn0027108	FBgn0027108	FBtr0071006						NA
ManzF3Ctrl_REP2.mLb.clN_peak_14754	chr3R	16702820	16703217	+	381	NA	intron (FBgn0003944, intron 1 of 1)	-intron (FBgn0003944, intron 3 of 3)	31408	FBgn0003944	FBgn0003944	FBtr0083352						NA
ManzF3Ctrl_REP2.mLb.clN_peak_8980	chr3L	3626082	3626380	+	381	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-121	FBgn0263239	FBgn0263239	FBtr0113134						NA
ManzF3Ctrl_REP2.mLb.clN_peak_6817	chr2R	18652748	18653223	+	381	NA	promoter-TSS (FBgn0034371)	-promoter-TSS (FBgn0034371)	-209	FBgn0034371	FBgn0034371	FBtr0086657						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19024	chrX	6868060	6868560	+	379	NA	promoter-TSS (FBgn0263993)	-promoter-TSS (FBgn0263993)	83	FBgn0263993	FBgn0263993	FBtr0330267						NA
ManzF3Ctrl_REP2.mLb.clN_peak_10568	chr3L	13228424	13228910	+	373	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	-25	FBgn0023095	FBgn0023095	FBtr0346864						NA
ManzF3Ctrl_REP2.mLb.clN_peak_7874	chr2R	23580642	23581098	+	371	NA	promoter-TSS (FBgn0015903)	-promoter-TSS (FBgn0015903)	-15722	FBgn0015903	FBgn0015903	FBtr0332926						NA
ManzF3Ctrl_REP2.mLb.clN_peak_14757	chr3R	16763778	16764388	+	371	NA	intron (FBgn0020556, intron 1 of 2)	-intron (FBgn0020556, intron 1 of 2)	-12749	FBgn0063261	FBgn0063261	FBtr0083346						NA
ManzF3Ctrl_REP2.mLb.clN_peak_8585	chr3L	1586427	1586798	+	356	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	-82	FBgn0035237	FBgn0035237	FBtr0347066						NA
ManzF3Ctrl_REP2.mLb.clN_peak_14675	chr3R	16249708	16250767	+	353	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	7421	FBgn0040071	FBgn0040071	FBtr0083258						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19562	chrX	9693790	9694247	+	353	NA	promoter-TSS (FBgn0000233)	-promoter-TSS (FBgn0000233)	-168	FBgn0000233	FBgn0000233	FBtr0071379						NA
ManzF3Ctrl_REP2.mLb.clN_peak_11410	chr3L	18765625	18766114	+	352	NA	promoter-TSS (FBgn0001078)	-promoter-TSS (FBgn0001078)	-125	FBgn0001078	FBgn0001078	FBtr0075086						NA
ManzF3Ctrl_REP2.mLb.clN_peak_3332	chr2L	23512829	23512961	+	352	NA	Intergenic	Intergenic	96979	FBgn0085664	FBgn0085664	FBtr0304148						NA
ManzF3Ctrl_REP2.mLb.clN_peak_2452	chr2L	16525871	16526501	+	350	NA	intron (FBgn0032587, intron 2 of 2)	-intron (FBgn0032587, intron 2 of 2)	2736	FBgn0086038	FBgn0086038	FBtr0114314						NA
ManzF3Ctrl_REP2.mLb.clN_peak_11131	chr3L	16890855	16891278	+	349	NA	promoter-TSS (FBgn0261565)	-promoter-TSS (FBgn0261565)	3960	FBgn0261565	FBgn0261565	FBtr0479915						NA
ManzF3Ctrl_REP2.mLb.clN_peak_3749	chr2R	6120273	6120952	+	346	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	11229	FBgn0000546	FBgn0000546	FBtr0086008						NA
ManzF3Ctrl_REP2.mLb.clN_peak_3218	chr2L	22018868	22019707	+	346	NA	promoter-TSS (FBgn0028979)	-promoter-TSS (FBgn0028979)	79	FBgn0028979	FBgn0028979	FBtr0335391						NA
ManzF3Ctrl_REP2.mLb.clN_peak_7888	chr2R	23666773	23667579	+	341	NA	promoter-TSS (FBgn0266377)	-promoter-TSS (FBgn0266377)	1882	FBgn0266377	FBgn0266377	FBtr0344181						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21062	chrX	17768065	17768741	+	328	NA	promoter-TSS (FBgn0024184)	-promoter-TSS (FBgn0024184)	-166	FBgn0024184	FBgn0024184	FBtr0340627						NA
ManzF3Ctrl_REP2.mLb.clN_peak_11251	chr3L	17590317	17591046	+	327	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-24519	FBgn0086080	FBgn0086080	FBtr0114356						NA
ManzF3Ctrl_REP2.mLb.clN_peak_3416	chr2R	3140713	3141061	+	325	NA	intron (FBgn0260995, intron 4 of 6)	-intron (FBgn0260995, intron 4 of 6)	74388	FBgn0260995	FBgn0260995	FBtr0334939						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21772	chrX	22354413	22354677	+	323	NA	Intergenic	Intergenic	-89682	FBgn0031183	FBgn0031183	FBtr0339557						NA
ManzF3Ctrl_REP2.mLb.clN_peak_20695	chrX	15811687	15812513	+	320	NA	promoter-TSS (FBgn0003345)	-promoter-TSS (FBgn0003345)	-227	FBgn0003345	FBgn0003345	FBtr0479844						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21894	chrX	23406858	23407594	+	320	NA	Intergenic	Intergenic	115526	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Ctrl_REP2.mLb.clN_peak_10480	chr3L	12609327	12609804	+	319	NA	promoter-TSS (FBgn0015919)	-promoter-TSS (FBgn0015919)	-66	FBgn0015919	FBgn0015919	FBtr0075909						NA
ManzF3Ctrl_REP2.mLb.clN_peak_16317	chr3R	25740385	25740787	+	319	NA	promoter-TSS (FBgn0051092)	-promoter-TSS (FBgn0051092)	2559	FBgn0267771	FBgn0267771	FBtr0347335						NA
ManzF3Ctrl_REP2.mLb.clN_peak_13104	chr3R	7000628	7001210	+	318	NA	exon (FBgn0267559, exon 1 of 1)	-exon (FBgn0267559, exon 1 of 1)	427	FBgn0267559	FBgn0267559	FBtr0346969						NA
ManzF3Ctrl_REP2.mLb.clN_peak_11408	chr3L	18759024	18759618	+	316	NA	intron (FBgn0001078, intron 1 of 7)	-intron (FBgn0001078, intron 3 of 9)	-5236	FBgn0267600	FBgn0267600	FBtr0347046						NA
ManzF3Ctrl_REP2.mLb.clN_peak_20765	chrX	16216599	16217917	+	312	NA	promoter-TSS (FBgn0000459)	-promoter-TSS (FBgn0000459)	-512	FBgn0000459	FBgn0000459	FBtr0074250						NA
ManzF3Ctrl_REP2.mLb.clN_peak_20385	chrX	13986412	13986873	+	309	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	2189	FBgn0267033	FBgn0267033	FBtr0346006						NA
ManzF3Ctrl_REP2.mLb.clN_peak_10005	chr3L	9692300	9693364	+	308	NA	promoter-TSS (FBgn0267454)	-promoter-TSS (FBgn0267454)	-989	FBgn0267454	FBgn0267454	FBtr0346825						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19527	chrX	9515561	9515750	+	304	NA	intron (FBgn0267253, intron 1 of 2)	-intron (FBgn0267253, intron 1 of 2)	4131	FBgn0054028	FBgn0054028	FBtr0100083						NA
ManzF3Ctrl_REP2.mLb.clN_peak_1486	chr2L	9176068	9176933	+	300	NA	intron (FBgn0041092, intron 1 of 13)	-intron (FBgn0041092, intron 1 of 14)	9722	FBgn0041092	FBgn0041092	FBtr0304974						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21490	chrX	19886908	19887946	+	300	NA	promoter-TSS (FBgn0052529)	-promoter-TSS (FBgn0052529)	2633	FBgn0086782	FBgn0086782	FBtr0074802						NA
ManzF3Ctrl_REP2.mLb.clN_peak_10264	chr3L	11292167	11292582	+	300	NA	intron (FBgn0036152, intron 1 of 3)	-intron (FBgn0036152, intron 1 of 2)	3545	FBgn0036152	FBgn0036152	FBtr0333389						NA
ManzF3Ctrl_REP2.mLb.clN_peak_4858	chr2R	10418046	10418636	+	298	NA	promoter-TSS (FBgn0033518)	-promoter-TSS (FBgn0033518)	-377	FBgn0033518	FBgn0033518	FBtr0088259						NA
ManzF3Ctrl_REP2.mLb.clN_peak_4322	chr2R	8326853	8327562	+	298	NA	promoter-TSS (FBgn0261588)	-promoter-TSS (FBgn0261588)	-283	FBgn0261588	FBgn0261588	FBtr0339350						NA
ManzF3Ctrl_REP2.mLb.clN_peak_13899	chr3R	11604750	11605036	+	296	NA	promoter-TSS (FBgn0051363)	-promoter-TSS (FBgn0051363)	-14747	FBgn0037918	FBgn0037918	FBtr0082459						NA
ManzF3Ctrl_REP2.mLb.clN_peak_5060	chr2R	11202319	11203803	+	295	NA	intron (FBgn0003396, intron 1 of 6)	-intron (FBgn0003396, intron 2 of 7)	16180	FBgn0033582	FBgn0033582	FBtr0339485						NA
ManzF3Ctrl_REP2.mLb.clN_peak_7730	chr2R	22933870	22934754	+	295	NA	promoter-TSS (FBgn0034800)	-promoter-TSS (FBgn0034800)	-235	FBgn0034800	FBgn0034800	FBtr0303465						NA
ManzF3Ctrl_REP2.mLb.clN_peak_18089	chrX	2123106	2124478	+	293	NA	promoter-TSS (FBgn0004860)	-promoter-TSS (FBgn0004860)	-506	FBgn0004860	FBgn0004860	FBtr0112843						NA
ManzF3Ctrl_REP2.mLb.clN_peak_18606	chrX	4684359	4684789	+	291	NA	intron (FBgn0022768, intron 1 of 2)	-intron (FBgn0022768, intron 1 of 2)	2329	FBgn0022768	FBgn0022768	FBtr0343531						NA
ManzF3Ctrl_REP2.mLb.clN_peak_18799	chrX	5754957	5756392	+	290	NA	promoter-TSS (FBgn0029801)	-promoter-TSS (FBgn0029801)	100	FBgn0029801	FBgn0029801	FBtr0345789						NA
ManzF3Ctrl_REP2.mLb.clN_peak_20787	chrX	16332656	16333777	+	289	NA	promoter-TSS (FBgn0278608)	-promoter-TSS (FBgn0278608)	384	FBgn0030743	FBgn0030743	FBtr0333303						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21827	chrX	22855140	22855526	+	288	NA	promoter-TSS (FBgn0000719)	-promoter-TSS (FBgn0000719)	-139	FBgn0000719	FBgn0000719	FBtr0333181						NA
ManzF3Ctrl_REP2.mLb.clN_peak_7664	chr2R	22678119	22678695	+	287	NA	Intergenic	Intergenic	-4712	FBgn0265982	FBgn0265982	FBtr0343004						NA
ManzF3Ctrl_REP2.mLb.clN_peak_11260	chr3L	17619281	17619544	+	286	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-87	FBgn0000567	FBgn0000567	FBtr0305796						NA
ManzF3Ctrl_REP2.mLb.clN_peak_8033	chr2R	24305657	24306388	+	285	NA	exon (FBgn0288686, exon 1 of 4)	-exon (FBgn0288686, exon 1 of 4)	141	FBgn0288686	FBgn0288686	FBtr0343443						NA
ManzF3Ctrl_REP2.mLb.clN_peak_6406	chr2R	16828769	16829108	+	282	NA	promoter-TSS (FBgn0263659)	-promoter-TSS (FBgn0263659)	-1751	FBgn0263659	FBgn0263659	FBtr0310103						NA
ManzF3Ctrl_REP2.mLb.clN_peak_945	chr2L	5979969	5981036	+	282	NA	promoter-TSS (FBgn0000308)	-promoter-TSS (FBgn0000308)	-401	FBgn0000308	FBgn0000308	FBtr0079236						NA
ManzF3Ctrl_REP2.mLb.clN_peak_17163	chr3R	30912445	30912914	+	281	NA	promoter-TSS (FBgn0020912)	-promoter-TSS (FBgn0020912)	-75	FBgn0020912	FBgn0020912	FBtr0330094						NA
ManzF3Ctrl_REP2.mLb.clN_peak_17617	chr4	1288202	1289088	+	280	NA	Intergenic	Intergenic	57808	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Ctrl_REP2.mLb.clN_peak_11146	chr3L	16969664	16970158	+	280	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	-102	FBgn0261547	FBgn0261547	FBtr0302651						NA
ManzF3Ctrl_REP2.mLb.clN_peak_17382	chr4	56311	56594	+	280	NA	promoter-TSS (FBgn0004859)	-promoter-TSS (FBgn0004859)	-45	FBgn0264617	FBgn0264617	FBtr0333705						NA
ManzF3Ctrl_REP2.mLb.clN_peak_4819	chr2R	10302593	10303170	+	276	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	6913	FBgn0028426	FBgn0028426	FBtr0088360						NA
ManzF3Ctrl_REP2.mLb.clN_peak_5858	chr2R	14457987	14458400	+	276	NA	promoter-TSS (FBgn0288433)	-promoter-TSS (FBgn0288433)	-18198	FBgn0265655	FBgn0265655	FBtr0340522						NA
ManzF3Ctrl_REP2.mLb.clN_peak_13505	chr3R	9226797	9227405	+	275	NA	promoter-TSS (FBgn0003165)	-promoter-TSS (FBgn0003165)	-1032	FBgn0266706	FBgn0266706	FBtr0345157						NA
ManzF3Ctrl_REP2.mLb.clN_peak_18761	chrX	5560457	5561210	+	274	NA	promoter-TSS (FBgn0263512)	-promoter-TSS (FBgn0263512)	-650	FBgn0263512	FBgn0263512	FBtr0343015						NA
ManzF3Ctrl_REP2.mLb.clN_peak_12358	chr3L	24629529	24629720	+	272	NA	Intergenic	Intergenic	76514	FBgn0085810	FBgn0085810	FBtr0114264						NA
ManzF3Ctrl_REP2.mLb.clN_peak_15237	chr3R	19836692	19837077	+	272	NA	promoter-TSS (FBgn0014135)	-promoter-TSS (FBgn0014135)	-67	FBgn0014135	FBgn0014135	FBtr0344549						NA
ManzF3Ctrl_REP2.mLb.clN_peak_13128	chr3R	7123802	7124094	+	272	NA	promoter-TSS (FBgn0037472)	-promoter-TSS (FBgn0037472)	237	FBgn0261238	FBgn0261238	FBtr0334677						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19399	chrX	8805252	8806114	+	270	NA	exon (FBgn0026411, exon 1 of 7)	-exon (FBgn0026411, exon 1 of 7)	-20330	FBgn0026411	FBgn0026411	FBtr0071279						NA
ManzF3Ctrl_REP2.mLb.clN_peak_15554	chr3R	21605233	21605923	+	270	NA	intron (FBgn0283499, intron 1 of 12)	-intron (FBgn0283499, intron 1 of 12)	10162	FBgn0264826	FBgn0264826	FBtr0334680						NA
ManzF3Ctrl_REP2.mLb.clN_peak_19777	chrX	10783897	10784758	+	269	NA	intron (FBgn0003360, intron 1 of 4)	-intron (FBgn0003360, intron 1 of 3)	2631	FBgn0003360	FBgn0003360	FBtr0346384						NA
ManzF3Ctrl_REP2.mLb.clN_peak_1182	chr2L	7418152	7418696	+	268	NA	TTS (FBgn0028387)	-TTS (FBgn0028387)	-5396	FBgn0264439	FBgn0264439	FBtr0332525						NA
ManzF3Ctrl_REP2.mLb.clN_peak_1590	chr2L	9782119	9782869	+	267	NA	exon (FBgn0032147, exon 1 of 4)	-exon (FBgn0032147, exon 1 of 4)	-3752	FBgn0032147	FBgn0032147	FBtr0307204						NA
ManzF3Ctrl_REP2.mLb.clN_peak_10717	chr3L	14427230	14427715	+	266	NA	promoter-TSS (FBgn0087007)	-promoter-TSS (FBgn0087007)	2971	FBgn0267695	FBgn0267695	FBtr0347205						NA
ManzF3Ctrl_REP2.mLb.clN_peak_20388	chrX	13994806	13995437	+	265	NA	Intergenic	Intergenic	-1536	FBgn0000173	FBgn0000173	FBtr0332844						NA
ManzF3Ctrl_REP2.mLb.clN_peak_1281	chr2L	7984105	7984390	+	264	NA	promoter-TSS (FBgn0085450)	-promoter-TSS (FBgn0085450)	-1036	FBgn0031968	FBgn0031968	FBtr0306336						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21142	chrX	18282300	18282748	+	264	NA	intron (FBgn0053542, intron 3 of 3)	-intron (FBgn0053542, intron 3 of 3)	5291	FBgn0053542	FBgn0053542	FBtr0113465						NA
ManzF3Ctrl_REP2.mLb.clN_peak_7244	chr2R	20780313	20780670	+	264	NA	exon (FBgn0265877, exon 2 of 2)	-exon (FBgn0265877, exon 2 of 2)	-1004	FBgn0263850	FBgn0263850	FBtr0321315						NA
ManzF3Ctrl_REP2.mLb.clN_peak_21178	chrX	18404317	18405094	+	264	NA	promoter-TSS (FBgn0052549)	-promoter-TSS (FBgn0052549)	-4640	FBgn0085357	FBgn0085357	FBtr0112530						NA
ManzF3Ctrl_REP2.mLb.clN_peak_10764	chr3L	14756284	14756774	+	263	NA	intron (FBgn0013263, intron 2 of 5)	-intron (FBgn0013263, intron 3 of 6)	1433	FBgn0260233	FBgn0260233	FBtr0300642						NA
ManzF3Ctrl_REP2.mLb.clN_peak_11159	chr3L	17009927	17010538	+	263	NA	intron (FBgn0036684, intron 1 of 6)	-intron (FBgn0036684, intron 1 of 6)	5819	FBgn0036685	FBgn0036685	FBtr0075294						NA
