"ensembl_gene_id"	"TE_pres.x"	"RNAseq.log2FoldChange.x.x"	"atac.log2FoldChange.x.x"	"z.atac.x.x"	"Zdir.x"	"F3A_DE"	"F3A_DA"	"RNAseq.log2FoldChange.y.x"	"atac.log2FoldChange.y.x"	"z.atac.y.x"	"F6A_DE"	"TE_pres.y"	"RNAseq.log2FoldChange.x.y"	"atac.log2FoldChange.x.y"	"z.atac.x.y"	"Zdir.y"	"F3M_DE"	"F3M_DA"	"RNAseq.log2FoldChange.y.y"	"atac.log2FoldChange.y.y"	"z.atac.y.y"	"F6M_DE"
"11"	"FBgn0000038"	"0"	-0.641092738444187	-0.320628513457803	1.09284130949109	"RegDn"	"Not_DE"	"Not_DA"	0.284041325083696	-0.300519577486777	-1.83215494504287	"Not_DE"	"0"	-0.561884500148548	-0.00879534909944923	0.0214751513487224	"RegDn"	"Not_DE"	"Not_DA"	-0.15822892572054	-0.0893729505421099	0.394160578167788	"Not_DE"
"12"	"FBgn0000039"	"0"	-0.226248243260965	-0.0628223420128086	0.0755672194563326	"RegDn"	"Not_DE"	"Not_DA"	0.335114631543042	-0.148656104613585	-1.0692617662822	"Not_DE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13"	"FBgn0000042"	"0"	-0.386847063536838	-0.319330528658921	0.656770818935058	"RegDn"	"Shared"	"Unique"	0.056484484919734	0.158118706452185	0.191699210858924	"Not_DE"	"0"	-0.480714933391295	-0.270054991608611	0.564125747595222	"RegDn"	"Shared"	"Not_DA"	-0.0751804428066183	0.182751965200797	-0.382955354345633	"Not_DE"
"14"	"FBgn0000043"	"R"	-0.129507414991323	0.21969298047128	-0.15126725270279	"MisRegExDn"	"Shared"	"Not_DA"	0.0717703456926158	-0.112131664844435	-0.172735343461441	"Not_DE"	"R"	-0.22891060351437	0.316208701041511	-0.314539959008177	"MisRegExDn"	"Shared"	"Not_DA"	-0.106308248262897	0.00858786182066079	-0.0254468026009992	"Not_DE"
"15"	"FBgn0000044"	"0"	0.234700826239825	0.30395519034356	0.379278553580686	"RegUp"	"Unique"	"Not_DA"	0.160674174081321	-0.227546655855325	-0.784737547620312	"Not_DE"	"0"	0.200657990448538	0.142622525914969	0.124359990914617	"RegUp"	"Not_DE"	"Not_DA"	-0.112561356930389	-0.051122036331608	0.160390512629559	"Not_DE"
"16"	"FBgn0000045"	"0"	0.737683247603165	0.52358092463375	2.05346753206058	"RegUp"	"Not_DE"	"Unique"	0.1925699900489	-0.0287943524172067	-0.119015581588355	"Not_DE"	"0"	0.207048424518087	-0.0777937640507016	-0.0699927109474672	"MisRegExUp"	"Not_DE"	"Not_DA"	-0.565361715377729	-0.0102128341162039	0.160936252685036	"Not_DE"
"17"	"FBgn0000046"	"0"	0.0632542611928473	0.0353137388196726	0.0118759289860569	"RegUp"	"Not_DE"	"Not_DA"	0.190873313943039	0.00273615140793297	0.0112096806221246	"Not_DE"	"0"	0.144348280055994	-0.200236540557023	-0.12560040688771	"MisRegExUp"	"Not_DE"	"Not_DA"	-0.173706545443045	-0.0734242380283478	0.355497738740866	"Not_DE"
"18"	"FBgn0000047"	"0"	3.09057967520708	0.215203839118603	3.53609612736947	"RegUp"	"Shared"	"Not_DA"	-0.672121406898495	-0.123261546396318	1.77821078208123	"Not_DE"	"0"	3.63623862230815	0.380245346646474	6.00831069969405	"RegUp"	"Shared"	"Not_DA"	0.142661592421727	0.104771357125805	0.416611110429223	"Not_DE"
"19"	"FBgn0000052"	"0"	-0.332253246505761	-0.302674312057515	0.534661485855351	"RegDn"	"Unique"	"Not_DA"	0.0487308849785324	-0.0412284974869603	-0.0431230734196723	"Not_DE"	"0"	-0.100460438559128	-0.205784157622079	0.0898344899665537	"RegDn"	"Not_DE"	"Not_DA"	-0.0839876493628692	0.0303964728518711	-0.071157360359822	"Not_DE"
"20"	"FBgn0000053"	"0"	-0.445505131103959	-0.217200259753789	0.514454718047843	"RegDn"	"Unique"	"Not_DA"	-0.00364439682186027	0.0260548358977851	-0.00203808316165383	"Not_DE"	"0"	-0.220671072793016	-0.263915860014324	0.253073688910754	"RegDn"	"Not_DE"	"Not_DA"	-0.218985285735426	-0.00800290009097023	0.0488476348364696	"Unique"
"21"	"FBgn0000055"	"0"	-0.514390337841393	0.305092498399911	-0.834369529231781	"MisRegExDn"	"Shared"	"Not_DA"	-0.00500979282680091	0.107244662440285	-0.0115319659840609	"Not_DE"	"0"	-0.493650679732864	-0.127227525539936	0.272920978272363	"RegDn"	"Shared"	"Not_DA"	-0.11924196294691	0.0733943419692486	-0.243934320931694	"Not_DE"
"22"	"FBgn0000056"	"0"	-0.276974302586722	0.275682266504712	-0.405959222379855	"MisRegExDn"	"Not_DE"	"Not_DA"	0.23531148830889	0.0967082829499531	0.488443914014997	"Not_DE"	"0"	-0.387034217501071	-0.134053157803445	0.225456370186136	"RegDn"	"Not_DE"	"Not_DA"	-0.0981682866205998	0.0495898240353913	-0.135689108556907	"Not_DE"
"23"	"FBgn0000057"	"0"	-0.0553008565349783	-0.176727380835858	0.05196007902139	"RegDn"	"Not_DE"	"Not_DA"	0.0146354401496169	-0.200866447103578	-0.0630987978859197	"Not_DE"	"0"	0.0450177185242154	-0.292470503914807	-0.05721391337749	"MisRegExUp"	"Not_DE"	"Not_DA"	0.0718753607310232	-0.060025954083855	-0.120254218408304	"Not_DE"
"24"	"FBgn0000061"	"0"	-0.196516983760064	0.0648061918040165	-0.0677096697201786	"MisRegExDn"	"Not_DE"	"Not_DA"	0.595655537123493	-0.095128256158858	-1.21622133721982	"Not_DE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"25"	"FBgn0000063"	"0"	0.673102842992744	0.130384725080424	0.466597324619877	"RegUp"	"Shared"	"Not_DA"	-0.168231889039455	-0.0577575129114291	0.20855696823749	"Not_DE"	"0"	0.614900748561714	-0.00245925775528677	-0.00657120734121488	"MisRegExUp"	"Shared"	"Not_DA"	0.13257644960021	0.0541318860947686	0.200032588368059	"Not_DE"
"26"	"FBgn0000064"	"0"	-0.367863645055613	0.208116164213857	-0.407030343513375	"MisRegExDn"	"Shared"	"Not_DA"	0.163144332013559	0.103177730071406	0.361298250539544	"Not_DE"	"D"	-0.337697095154342	0.17956757787188	-0.263506509884869	"MisRegExDn"	"Shared"	"Not_DA"	-0.102302577116067	0.121669972734134	-0.346937461005888	"Not_DE"
"27"	"FBgn0000071"	"0"	-0.1933071169423	-0.105957764867286	0.108896704208666	"RegDn"	"Not_DE"	"Not_DA"	2.16237384831074	-0.0797827080225297	-3.70294663397159	"Not_DE"	"0"	0.224263894443104	0.13511665760538	0.131675310899829	"RegUp"	"Not_DE"	"Not_DA"	0.188699854606714	-0.103390768233756	-0.543794159431564	"Not_DE"
"28"	"FBgn0000075"	"0"	-0.208915937924566	0.0472761490721372	-0.052510695461441	"MisRegExDn"	"Not_DE"	"Not_DA"	0.0315392061536806	0.0187797141198364	0.0127129879159467	"Not_DE"	"0"	-0.849647241673085	-0.274459318932818	1.01333427504473	"RegDn"	"Unique"	"Not_DA"	-0.178331249626275	-0.00243659261390525	0.012111323015162	"Not_DE"
"29"	"FBgn0000077"	"0"	0.535431944641356	-0.16253143683225	-0.462674705003525	"MisRegExUp"	"Shared"	"Not_DA"	0.0100525375649025	0.0358965572164586	0.00774526715344032	"Not_DE"	"0"	0.46240441906846	0.182186956999284	0.366079455861799	"RegUp"	"Shared"	"Not_DA"	-0.102423473455365	0.0679929310737351	-0.194108464508922	"Not_DE"
"30"	"FBgn0000078"	"0"	0.741689961898095	0.0451752643680231	0.178138260767659	"RegUp"	"Not_DE"	"Not_DA"	0.515042657896774	-0.0152600256099042	-0.168696612756374	"Not_DE"	"0"	0.353668061125361	0.225710401314343	0.346883397215757	"RegUp"	"Not_DE"	"Not_DA"	0.423877352928453	-0.0369443598210555	-0.436485247556737	"Not_DE"
"31"	"FBgn0000079"	"0"	0.830664654498581	-0.0839843992450679	-0.370901384975897	"MisRegExUp"	"Not_DE"	"Not_DA"	-0.211038481381053	-0.094939906087452	0.430049404235528	"Not_DE"	"0"	0.500318239157692	0.0195826487637148	0.0425749228059722	"RegUp"	"Not_DE"	"Not_DA"	0.824755008171757	0.0457712999396258	1.0522027177667	"Not_DE"
"32"	"FBgn0000083"	"0"	-0.182357506756963	-0.0733646672631271	0.071128672234242	"RegDn"	"Shared"	"Not_DA"	0.0929810443091981	-0.0153533035606711	-0.0306410861485148	"Not_DE"	"0"	-0.215868968930681	0.120837531421494	-0.113351732149342	"MisRegExDn"	"Shared"	"Not_DA"	-0.161017979948076	0.100415038271642	-0.450665531481898	"Not_DE"
"33"	"FBgn0000084"	"0"	-0.146932527574593	0.149096147892777	-0.11647118023013	"MisRegExDn"	"Unique"	"Not_DA"	0.0606835813205651	-0.0274321585677739	-0.0357304993187943	"Not_DE"	"0"	-0.318117825219747	0.309941140943348	-0.428453141523772	"MisRegExDn"	"Not_DE"	"Not_DA"	-0.0277593856877291	-0.0731942152321191	0.0566327721508794	"Not_DE"
"34"	"FBgn0000092"	"0"	0.356365263137391	0.037464632536984	0.0709824435046313	"RegUp"	"Not_DE"	"Not_DA"	0.594891834397723	-0.0785571756231493	-1.00307121586776	"Not_DE"	"0"	-0.0588966528770345	-0.194405741028168	0.0497548933520469	"RegDn"	"Not_DE"	"Not_DA"	0.755612290759069	-0.097476670771322	-2.05296200731865	"Not_DE"
"35"	"FBgn0000094"	"0"	0.232494096056107	-0.0941471636572758	-0.116373279529771	"MisRegExUp"	"Not_DE"	"Not_DA"	0.1925699900489	0.00977755189448037	0.0404135161079894	"Not_DE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"36"	"FBgn0000097"	"0"	0.0675971402728682	0.120697238998451	0.0433770249893164	"RegUp"	"Not_DE"	"Not_DA"	0.0130797958759069	0.0657111624056574	0.0184479458718908	"Not_DE"	"0"	0.206550835193225	-0.00898051448180951	-0.00806054250169108	"MisRegExUp"	"Not_DE"	"Not_DA"	0.00392233743746626	0.180764793522493	0.0197624149323735	"Not_DE"
"37"	"FBgn0000100"	"0"	0.283509524318004	0.357976273825107	0.539580194399359	"RegUp"	"Unique"	"Unique"	0.0604195469319073	0.0229979751122496	0.0298246230564566	"Not_DE"	"0"	0.15462185909202	0.298287408469567	0.20042039374998	"RegUp"	"Not_DE"	"Not_DA"	-0.135854214072553	0.00455036880985088	-0.0172306207329978	"Not_DE"
"38"	"FBgn0000108"	"0"	-0.696601341309318	0.0150394495596471	-0.0556993787985613	"MisRegExDn"	"Unique"	"Not_DA"	-0.386013521468242	0.0633087185439502	-0.524534357320656	"Not_DE"	"0"	-0.140136070567483	-0.136465057852825	0.0831012389411228	"RegDn"	"Not_DE"	"Not_DA"	0.0524283539970751	0.00290654585646458	0.00424741418624604	"Not_DE"
"39"	"FBgn0000109"	"0"	-0.294795077909003	-0.132776187999018	0.208101172752941	"RegDn"	"Unique"	"Not_DA"	0.0558260732534109	-0.0441197008362852	-0.0528661324337297	"Not_DE"	"0"	-0.383552877166604	-0.285338600053008	0.475578125068225	"RegDn"	"Not_DE"	"Not_DA"	-0.231113391107571	0.0129006013832981	-0.0831029186829493	"Not_DE"
"40"	"FBgn0000114"	"D"	-0.548271412059654	0.0490170090778108	-0.142881668560178	"MisRegExDn"	"Unique"	"Not_DA"	0.0952417180708159	-0.0240727456354856	-0.0492108365122222	"Not_DE"	"D"	-0.410251538628544	-0.00544876307614256	0.00971369006095238	"RegDn"	"Not_DE"	"Not_DA"	-0.0668391810351238	0.0175375740491611	-0.0326724610302648	"Not_DE"
"41"	"FBgn0000115"	"0"	0.13762378949785	-0.136151182068722	-0.0996205722458356	"MisRegExUp"	"Not_DE"	"Not_DA"	0.108670700980107	0.0883033732885238	0.205967009048567	"Not_DE"	"0"	0.00704972699201651	-0.0636873132847376	-0.00195101822492455	"MisRegExUp"	"Not_DE"	"Not_DA"	-0.0652159796288129	-0.0468073218135527	0.0850842208009435	"Not_DE"
"42"	"FBgn0000116"	"0"	0.134145094826905	0.0243445385439119	0.0173624275856306	"RegUp"	"Not_DE"	"Not_DA"	0.00273040255391473	-0.0456234654492075	-0.00267376264301269	"Not_DE"	"0"	0.221463172320315	-0.217290708049703	-0.209111911066562	"MisRegExUp"	"Not_DE"	"Not_DA"	0.0217862706582808	0.0150606409158415	0.00914550222204689	"Not_DE"
"43"	"FBgn0000117"	"0"	0.1381462248548	-0.109692435454175	-0.0805656293898624	"MisRegExUp"	"Unique"	"Not_DA"	-0.00832417175071836	0.0224044884100074	-0.00400298500635812	"Not_DE"	"0"	0.221066823310255	-0.0657397173407148	-0.0631520571861955	"MisRegExUp"	"Not_DE"	"Not_DA"	0.117586159775073	0.118153573201464	0.387243626039735	"Not_DE"
"44"	"FBgn0000119"	"0"	1.01020442315651	0.103745596483731	0.557202481035137	"RegUp"	"Shared"	"Not_DA"	-0.126894189422961	0.0194573087393335	-0.0529946960404591	"Not_DE"	"D"	1.31966489503631	0.298593242295987	1.71229953196354	"RegUp"	"Shared"	"Not_DA"	-0.0545320219014753	0.0455342070977233	-0.0692102773871291	"Not_DE"
"45"	"FBgn0000120"	"0"	-0.214677268614779	0.391695269495305	-0.447062756357583	"MisRegExDn"	"Not_DE"	"Not_DA"	0.765520369998548	0.0129885003946652	0.213414372023344	"Not_DE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"46"	"FBgn0000121"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0"	-0.275261032223801	-0.0886205442816165	0.106002289738599	"RegDn"	"Not_DE"	"Not_DA"	0.262455825129885	-0.0681997176720449	-0.498907467032528	"Not_DE"
"47"	"FBgn0000137"	"0"	0.489559775658444	-0.0627165237680822	-0.163238204532168	"MisRegExUp"	"Not_DE"	"Not_DA"	0.46202117800971	0.0469769055002513	0.465858675720657	"Not_DE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"48"	"FBgn0000139"	"0"	-0.0310875350162366	-0.407946645157975	0.0674254350302043	"RegDn"	"Not_DE"	"Shared"	-0.0517143727994419	-0.0141304498764991	0.0156846614951511	"Not_DE"	"0"	-0.102686139924414	-0.416527743757643	0.185862537373777	"RegDn"	"Not_DE"	"Shared"	0.0467704494086029	0.0308085761044771	0.0401628368158101	"Not_DE"
"49"	"FBgn0000140"	"0"	0.283262217292137	-0.219486512706928	-0.330545000210871	"MisRegExUp"	"Shared"	"Not_DA"	-0.130032241312321	-0.222108812541938	0.619904427416633	"Not_DE"	"0"	0.581950890743921	-0.145390934418625	-0.367671328514802	"MisRegExUp"	"Shared"	"Not_DA"	0.176482094676846	-0.0399400234689189	-0.19646725460497	"Unique"
"50"	"FBgn0000146"	"0"	0.0367511509272311	-0.175560457866924	-0.0343029723258811	"MisRegExUp"	"Not_DE"	"Not_DA"	0.0316521295368334	-0.0722817184524581	-0.0491065363570791	"Not_DE"	"0"	0.220798697992966	-0.120872445313783	-0.115973807519968	"MisRegExUp"	"Not_DE"	"Not_DA"	-0.128967133493825	-0.00282338911253303	0.0101491809033109	"Not_DE"
"51"	"FBgn0000147"	"0"	0.305952562931854	-0.0997235101581386	-0.162213037302201	"MisRegExUp"	"Unique"	"Not_DA"	-0.0804132203801769	0.0989522569539367	-0.170789457418312	"Not_DE"	"0"	0.215192721426488	-0.0914624123448077	-0.0855276085922958	"MisRegExUp"	"Not_DE"	"Not_DA"	0.0727634913550709	-0.061643310820873	-0.1250203460208	"Not_DE"
"52"	"FBgn0000150"	"0"	-0.226018212761483	-0.488741142835645	0.587295184967883	"RegDn"	"Shared"	"Shared"	0.0906951891393639	0.168566187391847	0.328142599698127	"Not_DE"	"0"	-0.484835589241218	-0.492318644292181	1.03723430964091	"RegDn"	"Shared"	"Shared"	-0.0404245157296001	0.142190202292219	-0.160212246049965	"Not_DE"
"53"	"FBgn0000152"	"0"	-0.0819799475901083	-0.0503363088883627	0.0219393171433494	"RegDn"	"Not_DE"	"Not_DA"	0.0130972421189298	-0.0228281405974701	-0.00641738794698965	"Not_DE"	"0"	-0.103158910997678	-0.0486052913414419	0.0217884531398007	"RegDn"	"Not_DE"	"Not_DA"	0.121000436101543	0.137599163450734	0.464070476455426	"Not_DE"
"54"	"FBgn0000153"	"0"	0.286099094443032	0.0893862258885722	0.135963140562725	"RegUp"	"Not_DE"	"Not_DA"	0.0883727894967572	0.0679288517240119	0.128848906318077	"Not_DE"	"0"	0.41506992567171	0.14702106567359	0.265177659400479	"RegUp"	"Not_DE"	"Not_DA"	2.59320628638485	0.039863973567516	2.88136889034161	"Unique"
"55"	"FBgn0000157"	"0"	0.626627199231663	0.167475921790514	0.557950565983693	"RegUp"	"Not_DE"	"Not_DA"	-0.565092493469306	0.0700106080573654	-0.849163439391304	"Not_DE"	"0"	0.362660897675994	0.132928318547494	0.209485680934865	"RegUp"	"Not_DE"	"Not_DA"	-0.706426023340369	0.0748649282936921	-1.47409785177258	"Not_DE"
"56"	"FBgn0000158"	"0"	0.764793938953831	0.0654398757444316	0.266085376507761	"RegUp"	"Shared"	"Not_DA"	-0.0223305698741641	-0.133319728720021	0.0639001867156068	"Not_DE"	"0"	0.588869421872675	-0.271726123214885	-0.695322839998751	"MisRegExUp"	"Shared"	"Not_DA"	0.159285562934051	-0.00501907620383813	-0.0222833978962723	"Not_DE"
"57"	"FBgn0000163"	"R"	0.150800724179913	0.0549131036423105	0.0440264351000608	"RegUp"	"Unique"	"Not_DA"	-0.0813413745952411	0.0972375094123165	-0.169766984041137	"Not_DE"	"R"	0.270108979113892	0.241418529248695	0.283364682617115	"RegUp"	"Not_DE"	"Not_DA"	-0.169569564165143	0.00632860086701157	-0.0299114055534994	"Not_DE"
"58"	"FBgn0000166"	"0"	0.259632126857342	0.561816411693808	0.775509203770459	"RegUp"	"Unique"	"Shared"	-0.178356346235937	-0.0621232024701116	0.237821055394012	"Not_DE"	"0"	0.31173441631934	0.842583850659156	1.14138978780898	"RegUp"	"Not_DE"	"Shared"	-0.0538747408304912	-0.0355796581508913	0.0534279087973788	"Not_DE"
"59"	"FBgn0000173"	"0"	-0.256301229567343	-0.0659839511398361	0.0899131289247452	"RegDn"	"Shared"	"Not_DA"	0.0780743173896131	0.118848987983596	0.199164340878633	"Not_DE"	"0"	-0.398888426385034	0.186031926154344	-0.322459382248195	"MisRegExDn"	"Shared"	"Not_DA"	0.00679290898874657	0.0707243643939395	0.0133907857043188	"Not_DE"
"60"	"FBgn0000179"	"R"	0.221922087860675	0.11834996329	0.13963772383222	"RegUp"	"Not_DE"	"Not_DA"	0.377472528621765	0.0413296804647304	0.334853850681073	"Not_DE"	"R"	0.821088028710399	0.141938874855072	0.506439041151851	"RegUp"	"Not_DE"	"Not_DA"	0.120101028000389	0.140626242850705	0.470754314904913	"Not_DE"
"61"	"FBgn0000180"	"0"	-0.338175193773099	-0.122688711805844	0.220587276091383	"RegDn"	"Not_DE"	"Not_DA"	0.171880272991848	-0.0708244326418886	-0.261286540334865	"Not_DE"	"R"	-0.0719271910815505	0.135470148235131	-0.0423421401994701	"MisRegExDn"	"Not_DE"	"Not_DA"	-0.0360796019323534	0.0502914567694163	-0.0505751481984504	"Not_DE"
"62"	"FBgn0000181"	"0"	-0.00512107173566334	-0.308219924781073	0.00839181059861955	"RegDn"	"Not_DE"	"Not_DA"	0.0154951642610705	0.00881446764006155	0.00293156934499177	"Not_DE"	"0"	-0.0800389120966128	-0.389893018442185	0.135607195679352	"RegDn"	"Not_DE"	"Unique"	0.0200752178009798	0.0565582703415381	0.0316473679271237	"Not_DE"
"63"	"FBgn0000182"	"0"	-0.0216879059407016	0.389326641375941	-0.0448916789250101	"MisRegExDn"	"Not_DE"	"Unique"	-0.0695997668851557	-0.00271854603896012	0.00406118129041837	"Not_DE"	"0"	0.0154222267433037	0.195989431039297	0.0131345692763559	"RegUp"	"Not_DE"	"Not_DA"	0.0448335028082075	0.0374872626620201	0.0468454711677932	"Not_DE"
"64"	"FBgn0000183"	"0"	-0.199631309944971	0.0231019178316123	-0.0245194540053469	"MisRegExDn"	"Unique"	"Not_DA"	-0.00980815248230219	0.0676494794671364	-0.0142416257106533	"Not_DE"	"0"	-0.0858027090715195	0.456701397412312	-0.170282273497082	"MisRegExDn"	"Not_DE"	"Unique"	0.0767513407717073	0.0935188088271396	0.200062710440929	"Not_DE"
"65"	"FBgn0000212"	"0"	0.504587976308038	-0.109751904907933	-0.294430684225821	"MisRegExUp"	"Shared"	"Not_DA"	-0.0965951357377854	0.108979629309846	-0.225947990356075	"Not_DE"	"0"	0.67238612033971	-0.0997797536123131	-0.291539407292023	"MisRegExUp"	"Shared"	"Not_DA"	0.176495891657067	0.00158441035489063	0.00779441425189639	"Unique"
"66"	"FBgn0000221"	"0"	-0.16501768034418	-0.134337461962703	0.11785872013579	"RegDn"	"Not_DE"	"Not_DA"	-0.0399362310941016	-0.0425543609348325	0.0364769946172676	"Not_DE"	"0"	-0.223188981776648	-0.563399560471862	0.546418448789369	"RegDn"	"Not_DE"	"Unique"	0.0790183566852389	-0.00946663009091605	-0.0208499305102424	"Not_DE"
"67"	"FBgn0000228"	"0"	0.300562224847788	0.222580887523336	0.355677481693379	"RegUp"	"Shared"	"Not_DA"	-0.00782863243292462	-0.0736013973008765	0.012367441409717	"Not_DE"	"0"	0.506804171096323	0.0115407458407497	0.0254161729249396	"RegUp"	"Shared"	"Not_DA"	-0.0691969151400869	-0.031964774969393	0.0616509248413165	"Not_DE"
"68"	"FBgn0000229"	"0"	-0.176372916111736	-0.412812592804011	0.387096225144765	"RegDn"	"Not_DE"	"Shared"	0.0744724491183498	0.0204384279436694	0.0326701421518939	"Not_DE"	"0"	-0.302028334062866	-0.468684670220145	0.615126639131618	"RegDn"	"Unique"	"Shared"	-0.095264979174114	0.17979901571081	-0.4774213073325	"Not_DE"
"69"	"FBgn0000233"	"0"	-1.18129481326934	0.137573130148692	-0.86402442490897	"MisRegExDn"	"Not_DE"	"Not_DA"	-0.197967541377641	0.0178769213820694	-0.0759616901469042	"Not_DE"	"0"	-0.219634066012361	0.0229079941435649	-0.0218636599642627	"MisRegExDn"	"Not_DE"	"Not_DA"	-0.257758702428786	0.0736452444002395	-0.529101820108029	"Not_DE"
"70"	"FBgn0000239"	"0"	-0.1794123241588	-0.068421386495334	0.0652646850422683	"RegDn"	"Unique"	"Not_DA"	-0.00507484665639953	0.142209849247773	-0.0154903239228955	"Not_DE"	"0"	-0.00565953371184948	0.0683335176668491	-0.00168054647949177	"MisRegExDn"	"Not_DE"	"Not_DA"	-0.0812354172306145	-0.0816886982503712	0.184964593229587	"Not_DE"
"71"	"FBgn0000241"	"0"	0.825885202056146	-0.221111176232206	-0.970877604705547	"MisRegExUp"	"Not_DE"	"Not_DA"	0.820033025716365	0.0214931609564927	0.378302780972558	"Not_DE"	"0"	0.346068229011723	-0.564344060612925	-0.848675741541674	"MisRegExUp"	"Not_DE"	"Unique"	-0.23402454043811	-0.110142147870633	0.718449345301115	"Not_DE"
"72"	"FBgn0000244"	"0"	-0.144060898115617	-0.411217014630753	0.314957023572686	"RegDn"	"Not_DE"	"Shared"	-0.01190245003498	0.124007253108181	-0.0316804508928482	"Not_DE"	"0"	0.0360755774346813	-0.323083324893357	-0.0506481905230379	"MisRegExUp"	"Not_DE"	"Shared"	-0.0175575341024232	0.154214110844833	-0.0754690434995207	"Not_DE"
